game_pk,game_date,home_team,away_team,home_moneyline,away_moneyline,home_decimal,away_decimal,source_match_ts,hours_delta,source_href
777903,2025-05-16,Miami Marlins,Tampa Bay Rays,101,-132,2.01,1.76,2025-05-16 23:10:00+00:00,0.0,/baseball-odds/usa-mlb/miami-tampa-bay-2025-05-17/1148691
777904,2025-05-16,New York Yankees,New York Mets,-154,123,1.65,2.23,2025-05-16 23:05:00+00:00,0.0,/baseball-odds/usa-mlb/ny-yankees-ny-mets-2025-05-17/1148688
777905,2025-05-16,Philadelphia Phillies,Pittsburgh Pirates,-256,181,1.39,2.81,2025-05-16 22:45:00+00:00,0.0,/baseball-odds/usa-mlb/philadelphia-pittsburgh-2025-05-17/1148686
777906,2025-05-16,Toronto Blue Jays,Detroit Tigers,-108,-118,1.93,1.85,2025-05-16 23:07:00+00:00,0.0,/baseball-odds/usa-mlb/toronto-detroit-2025-05-17/1148689
777907,2025-05-16,Baltimore Orioles,Washington Nationals,-122,104,1.82,2.04,2025-05-16 23:05:00+00:00,0.0,/baseball-odds/usa-mlb/baltimore-washington-2025-05-17/1148687
777908,2025-05-16,Boston Red Sox,Atlanta Braves,-119,-106,1.84,1.94,2025-05-16 23:10:00+00:00,0.0,/baseball-odds/usa-mlb/boston-atlanta-2025-05-17/1148690
777875,2025-05-17,San Diego Padres,Seattle Mariners,-204,153,1.49,2.53,2025-05-18 00:40:00+00:00,0.0,/baseball-odds/usa-mlb/san-diego-seattle-2025-05-18/1148710
777879,2025-05-17,San Francisco Giants,Athletics,-156,131,1.64,2.31,2025-05-18 01:05:00+00:00,0.0,/baseball-odds/usa-mlb/san-francisco-athletics-2025-05-18/1149971
777881,2025-05-17,Chicago Cubs,Chicago White Sox,-333,226,1.3,3.26,2025-05-17 18:20:00+00:00,0.0,/baseball-odds/usa-mlb/cubs-white-sox-2025-05-17/1148699
777882,2025-05-17,Texas Rangers,Houston Astros,-122,-102,1.82,1.98,2025-05-17 23:05:00+00:00,0.0,/baseball-odds/usa-mlb/texas-houston-2025-05-18/1148705
777883,2025-05-17,Milwaukee Brewers,Minnesota Twins,-104,-125,1.96,1.8,2025-05-17 23:15:00+00:00,0.0,/baseball-odds/usa-mlb/milwaukee-minnesota-2025-05-18/1148707
777884,2025-05-17,Los Angeles Dodgers,Los Angeles Angels,-238,188,1.42,2.88,2025-05-18 01:10:00+00:00,0.0,/baseball-odds/usa-mlb/la-dodgers-la-angels-2025-05-18/1148711
777885,2025-05-17,Kansas City Royals,St. Louis Cardinals,-120,-103,1.83,1.97,2025-05-17 23:10:00+00:00,0.0,/baseball-odds/usa-mlb/kansas-city-st-louis-2025-05-18/1148706
777886,2025-05-17,Toronto Blue Jays,Detroit Tigers,112,-139,2.12,1.72,2025-05-17 19:07:00+00:00,0.0,/baseball-odds/usa-mlb/toronto-detroit-2025-05-17/1148700
777887,2025-05-17,Arizona Diamondbacks,Colorado Rockies,-400,263,1.25,3.63,2025-05-18 00:10:00+00:00,0.0,/baseball-odds/usa-mlb/arizona-colorado-2025-05-18/1148709
777888,2025-05-17,New York Yankees,New York Mets,-135,106,1.74,2.06,2025-05-17 17:05:00+00:00,0.0,/baseball-odds/usa-mlb/ny-yankees-ny-mets-2025-05-17/1148698
777889,2025-05-17,Miami Marlins,Tampa Bay Rays,116,-149,2.16,1.67,2025-05-17 20:10:00+00:00,0.0,/baseball-odds/usa-mlb/miami-tampa-bay-2025-05-17/1148702
777890,2025-05-17,Baltimore Orioles,Washington Nationals,-156,121,1.64,2.21,2025-05-17 20:05:00+00:00,0.0,/baseball-odds/usa-mlb/baltimore-washington-2025-05-17/1148701
777892,2025-05-17,Cincinnati Reds,Cleveland Guardians,-108,-120,1.93,1.83,2025-05-17 22:40:00+00:00,0.0,/baseball-odds/usa-mlb/cincinnati-cleveland-2025-05-18/1148704
777893,2025-05-17,Boston Red Sox,Atlanta Braves,-123,100,1.81,2.0,2025-05-17 23:15:00+00:00,0.0,/baseball-odds/usa-mlb/boston-atlanta-2025-05-18/1148708
777894,2025-05-17,Philadelphia Phillies,Pittsburgh Pirates,-312,256,1.32,3.56,2025-05-17 22:05:00+00:00,0.0,/baseball-odds/usa-mlb/philadelphia-pittsburgh-2025-05-18/1148703
777864,2025-05-18,Kansas City Royals,St. Louis Cardinals,-103,-123,1.97,1.81,2025-05-18 18:10:00+00:00,0.0,/baseball-odds/usa-mlb/kansas-city-st-louis-2025-05-18/1148719
777865,2025-05-18,Milwaukee Brewers,Minnesota Twins,-147,114,1.68,2.14,2025-05-18 18:10:00+00:00,0.0,/baseball-odds/usa-mlb/milwaukee-minnesota-2025-05-18/1148720
777866,2025-05-18,Los Angeles Dodgers,Los Angeles Angels,-244,175,1.41,2.75,2025-05-18 20:10:00+00:00,0.0,/baseball-odds/usa-mlb/la-dodgers-la-angels-2025-05-18/1148723
777867,2025-05-18,San Francisco Giants,Athletics,-154,125,1.65,2.25,2025-05-18 20:05:00+00:00,0.0,/baseball-odds/usa-mlb/san-francisco-athletics-2025-05-18/1149972
777868,2025-05-18,San Diego Padres,Seattle Mariners,-145,117,1.69,2.17,2025-05-18 20:10:00+00:00,0.0,/baseball-odds/usa-mlb/san-diego-seattle-2025-05-18/1148724
777869,2025-05-18,Texas Rangers,Houston Astros,-111,-116,1.9,1.86,2025-05-18 17:05:00+00:00,0.0,/baseball-odds/usa-mlb/texas-houston-2025-05-18/1148712
777870,2025-05-18,Arizona Diamondbacks,Colorado Rockies,-333,232,1.3,3.32,2025-05-18 20:10:00+00:00,0.0,/baseball-odds/usa-mlb/arizona-colorado-2025-05-18/1148722
777871,2025-05-18,Toronto Blue Jays,Detroit Tigers,-130,102,1.77,2.02,2025-05-18 17:37:00+00:00,0.0,/baseball-odds/usa-mlb/toronto-detroit-2025-05-18/1148716
777872,2025-05-18,Chicago Cubs,Chicago White Sox,-270,208,1.37,3.08,2025-05-18 18:20:00+00:00,0.0,/baseball-odds/usa-mlb/cubs-white-sox-2025-05-18/1148721
777873,2025-05-18,Baltimore Orioles,Washington Nationals,-200,147,1.5,2.47,2025-05-18 17:35:00+00:00,0.0,/baseball-odds/usa-mlb/baltimore-washington-2025-05-18/1148715
777874,2025-05-18,Cincinnati Reds,Cleveland Guardians,-143,108,1.7,2.08,2025-05-18 17:40:00+00:00,0.0,/baseball-odds/usa-mlb/cincinnati-cleveland-2025-05-18/1148717
777876,2025-05-18,Boston Red Sox,Atlanta Braves,101,-125,2.01,1.8,2025-05-18 17:35:00+00:00,0.0,/baseball-odds/usa-mlb/boston-atlanta-2025-05-18/1148714
777877,2025-05-18,Miami Marlins,Tampa Bay Rays,131,-164,2.31,1.61,2025-05-18 17:40:00+00:00,0.0,/baseball-odds/usa-mlb/miami-tampa-bay-2025-05-18/1148718
777878,2025-05-18,New York Yankees,New York Mets,-169,141,1.59,2.41,2025-05-18 23:10:00+00:00,0.0,/baseball-odds/usa-mlb/ny-yankees-ny-mets-2025-05-19/1148725
777880,2025-05-18,Philadelphia Phillies,Pittsburgh Pirates,-108,-115,1.93,1.87,2025-05-18 17:35:00+00:00,0.0,/baseball-odds/usa-mlb/philadelphia-pittsburgh-2025-05-18/1148713
777852,2025-05-19,Colorado Rockies,Philadelphia Phillies,178,-250,2.78,1.4,2025-05-20 00:40:00+00:00,0.0,/baseball-odds/usa-mlb/colorado-philadelphia-2025-05-20/1148734
777853,2025-05-19,Athletics,Los Angeles Angels,-143,118,1.7,2.18,2025-05-20 02:05:00+00:00,0.0,/baseball-odds/usa-mlb/athletics-la-angels-2025-05-20/1149973
777854,2025-05-19,Los Angeles Dodgers,Arizona Diamondbacks,-167,128,1.6,2.28,2025-05-20 02:10:00+00:00,0.0,/baseball-odds/usa-mlb/la-dodgers-arizona-2025-05-20/1148736
777855,2025-05-19,San Francisco Giants,Kansas City Royals,-143,114,1.7,2.14,2025-05-20 01:45:00+00:00,0.0,/baseball-odds/usa-mlb/san-francisco-kansas-city-2025-05-20/1148735
777856,2025-05-19,Boston Red Sox,New York Mets,114,-123,2.14,1.81,2025-05-19 22:45:00+00:00,0.0,/baseball-odds/usa-mlb/boston-ny-mets-2025-05-20/1148730
777857,2025-05-19,Chicago White Sox,Seattle Mariners,144,-196,2.44,1.51,2025-05-19 23:40:00+00:00,0.0,/baseball-odds/usa-mlb/white-sox-seattle-2025-05-20/1150136
777858,2025-05-19,Tampa Bay Rays,Houston Astros,-143,114,1.7,2.14,2025-05-19 23:05:00+00:00,0.0,/baseball-odds/usa-mlb/tampa-bay-houston-2025-05-20/1150135
777859,2025-05-19,Pittsburgh Pirates,Cincinnati Reds,-106,-122,1.94,1.82,2025-05-19 22:40:00+00:00,0.0,/baseball-odds/usa-mlb/pittsburgh-cincinnati-2025-05-20/1148729
777860,2025-05-19,Milwaukee Brewers,Baltimore Orioles,-119,-104,1.84,1.96,2025-05-19 23:40:00+00:00,0.0,/baseball-odds/usa-mlb/milwaukee-baltimore-2025-05-20/1148731
777861,2025-05-19,Minnesota Twins,Cleveland Guardians,-154,127,1.65,2.27,2025-05-19 23:40:00+00:00,0.0,/baseball-odds/usa-mlb/minnesota-cleveland-2025-05-20/1148732
777862,2025-05-19,St. Louis Cardinals,Detroit Tigers,-179,136,1.56,2.36,2025-05-19 23:45:00+00:00,0.0,/baseball-odds/usa-mlb/st-louis-detroit-2025-05-20/1148733
777863,2025-05-19,Miami Marlins,Chicago Cubs,129,-172,2.29,1.58,2025-05-19 22:40:00+00:00,0.0,/baseball-odds/usa-mlb/miami-cubs-2025-05-20/1148728
777836,2025-05-20,San Francisco Giants,Kansas City Royals,-141,107,1.71,2.07,2025-05-21 01:45:00+00:00,0.0,/baseball-odds/usa-mlb/san-francisco-kansas-city-2025-05-21/1148749
777838,2025-05-20,Los Angeles Dodgers,Arizona Diamondbacks,-233,181,1.43,2.81,2025-05-21 02:10:00+00:00,0.0,/baseball-odds/usa-mlb/la-dodgers-arizona-2025-05-21/1148750
777840,2025-05-20,St. Louis Cardinals,Detroit Tigers,142,-179,2.42,1.56,2025-05-20 23:45:00+00:00,0.0,/baseball-odds/usa-mlb/st-louis-detroit-2025-05-21/1148747
777841,2025-05-20,Washington Nationals,Atlanta Braves,129,-172,2.29,1.58,2025-05-20 22:45:00+00:00,0.0,/baseball-odds/usa-mlb/washington-atlanta-2025-05-21/1148742
777842,2025-05-20,Colorado Rockies,Philadelphia Phillies,204,-278,3.04,1.36,2025-05-21 00:40:00+00:00,0.0,/baseball-odds/usa-mlb/colorado-philadelphia-2025-05-21/1148748
777843,2025-05-20,Athletics,Los Angeles Angels,-167,149,1.6,2.49,2025-05-21 02:05:00+00:00,0.0,/baseball-odds/usa-mlb/athletics-la-angels-2025-05-21/1149974
777844,2025-05-20,Milwaukee Brewers,Baltimore Orioles,-128,-102,1.78,1.98,2025-05-20 23:40:00+00:00,0.0,/baseball-odds/usa-mlb/milwaukee-baltimore-2025-05-21/1148745
777845,2025-05-20,Toronto Blue Jays,San Diego Padres,-116,-115,1.86,1.87,2025-05-20 23:07:00+00:00,0.0,/baseball-odds/usa-mlb/toronto-san-diego-2025-05-21/1148744
777846,2025-05-20,Chicago White Sox,Seattle Mariners,135,-175,2.35,1.57,2025-05-20 23:40:00+00:00,0.0,/baseball-odds/usa-mlb/white-sox-seattle-2025-05-21/1150138
777847,2025-05-20,Pittsburgh Pirates,Cincinnati Reds,124,-147,2.24,1.68,2025-05-20 22:40:00+00:00,0.0,/baseball-odds/usa-mlb/pittsburgh-cincinnati-2025-05-21/1148740
777848,2025-05-20,Tampa Bay Rays,Houston Astros,-141,113,1.71,2.13,2025-05-20 23:05:00+00:00,0.0,/baseball-odds/usa-mlb/tampa-bay-houston-2025-05-21/1150137
777849,2025-05-20,New York Yankees,Texas Rangers,-227,178,1.44,2.78,2025-05-20 23:05:00+00:00,0.0,/baseball-odds/usa-mlb/ny-yankees-texas-2025-05-21/1148743
777850,2025-05-20,Miami Marlins,Chicago Cubs,119,-152,2.19,1.66,2025-05-20 22:40:00+00:00,0.0,/baseball-odds/usa-mlb/miami-cubs-2025-05-21/1148739
777851,2025-05-20,Boston Red Sox,New York Mets,108,-139,2.08,1.72,2025-05-20 22:45:00+00:00,0.0,/baseball-odds/usa-mlb/boston-ny-mets-2025-05-21/1148741
777819,2025-05-21,San Francisco Giants,Kansas City Royals,-227,178,1.44,2.78,2025-05-21 19:45:00+00:00,0.0,/baseball-odds/usa-mlb/san-francisco-kansas-city-2025-05-21/1148758
777823,2025-05-21,Colorado Rockies,Philadelphia Phillies,153,-192,2.53,1.52,2025-05-22 00:40:00+00:00,0.0,/baseball-odds/usa-mlb/colorado-philadelphia-2025-05-22/1148763
777824,2025-05-21,Los Angeles Dodgers,Arizona Diamondbacks,-156,121,1.64,2.21,2025-05-22 02:10:00+00:00,0.0,/baseball-odds/usa-mlb/la-dodgers-arizona-2025-05-22/1148764
777826,2025-05-21,Milwaukee Brewers,Baltimore Orioles,-114,-111,1.88,1.9,2025-05-21 17:10:00+00:00,0.0,/baseball-odds/usa-mlb/milwaukee-baltimore-2025-05-21/1148756
777827,2025-05-21,St. Louis Cardinals,Detroit Tigers,-122,-106,1.82,1.94,2025-05-21 17:15:00+00:00,0.0,/baseball-odds/usa-mlb/st-louis-detroit-2025-05-21/1148757
777828,2025-05-21,Athletics,Los Angeles Angels,-154,125,1.65,2.25,2025-05-22 02:05:00+00:00,0.0,/baseball-odds/usa-mlb/athletics-la-angels-2025-05-22/1149975
777830,2025-05-21,Chicago White Sox,Seattle Mariners,117,-147,2.17,1.68,2025-05-21 18:10:00+00:00,0.0,/baseball-odds/usa-mlb/white-sox-seattle-2025-05-21/1150140
777831,2025-05-21,Boston Red Sox,New York Mets,-159,120,1.63,2.2,2025-05-21 22:45:00+00:00,0.0,/baseball-odds/usa-mlb/boston-ny-mets-2025-05-22/1148760
777832,2025-05-21,Tampa Bay Rays,Houston Astros,135,-169,2.35,1.59,2025-05-21 17:10:00+00:00,0.0,/baseball-odds/usa-mlb/tampa-bay-houston-2025-05-21/1150139
777833,2025-05-21,Miami Marlins,Chicago Cubs,120,-149,2.2,1.67,2025-05-21 17:10:00+00:00,0.0,/baseball-odds/usa-mlb/miami-cubs-2025-05-21/1148754
777834,2025-05-21,Pittsburgh Pirates,Cincinnati Reds,105,-133,2.05,1.75,2025-05-21 16:35:00+00:00,0.0,/baseball-odds/usa-mlb/pittsburgh-cincinnati-2025-05-21/1148753
777835,2025-05-21,New York Yankees,Texas Rangers,-118,-108,1.85,1.93,2025-05-21 23:05:00+00:00,0.0,/baseball-odds/usa-mlb/ny-yankees-texas-2025-05-22/1148761
777837,2025-05-21,Toronto Blue Jays,San Diego Padres,-172,136,1.58,2.36,2025-05-21 23:07:00+00:00,0.0,/baseball-odds/usa-mlb/toronto-san-diego-2025-05-22/1148762
777812,2025-05-22,Athletics,Los Angeles Angels,-139,112,1.72,2.12,2025-05-22 19:35:00+00:00,0.0,/baseball-odds/usa-mlb/athletics-la-angels-2025-05-22/1149976
777814,2025-05-22,Pittsburgh Pirates,Milwaukee Brewers,-108,-120,1.93,1.83,2025-05-22 22:40:00+00:00,0.0,/baseball-odds/usa-mlb/pittsburgh-milwaukee-2025-05-23/1148770
777816,2025-05-22,Toronto Blue Jays,San Diego Padres,-104,-122,1.96,1.82,2025-05-22 17:07:00+00:00,0.0,/baseball-odds/usa-mlb/toronto-san-diego-2025-05-22/1148767
777817,2025-05-22,Colorado Rockies,Philadelphia Phillies,208,-303,3.08,1.33,2025-05-22 19:10:00+00:00,0.0,/baseball-odds/usa-mlb/colorado-philadelphia-2025-05-22/1148768
777818,2025-05-22,New York Yankees,Texas Rangers,-159,134,1.63,2.34,2025-05-22 16:35:00+00:00,0.0,/baseball-odds/usa-mlb/ny-yankees-texas-2025-05-22/1148766
777820,2025-05-22,Washington Nationals,Atlanta Braves,126,-161,2.26,1.62,2025-05-22 22:45:00+00:00,0.0,/baseball-odds/usa-mlb/washington-atlanta-2025-05-23/1148772
777821,2025-05-22,Detroit Tigers,Cleveland Guardians,-133,-101,1.75,1.99,2025-05-22 22:40:00+00:00,0.0,/baseball-odds/usa-mlb/detroit-cleveland-2025-05-23/1148769
777822,2025-05-22,Houston Astros,Seattle Mariners,105,-133,2.05,1.75,2025-05-23 00:10:00+00:00,0.0,/baseball-odds/usa-mlb/houston-seattle-2025-05-23/1150141
777797,2025-05-23,St. Louis Cardinals,Arizona Diamondbacks,-108,-116,1.93,1.86,2025-05-24 00:15:00+00:00,0.0,/baseball-odds/usa-mlb/st-louis-arizona-2025-05-24/1148784
777798,2025-05-23,Los Angeles Angels,Miami Marlins,-172,129,1.58,2.29,2025-05-24 01:38:00+00:00,0.0,/baseball-odds/usa-mlb/la-angels-miami-2025-05-24/1148786
777799,2025-05-23,Minnesota Twins,Kansas City Royals,-208,153,1.48,2.53,2025-05-24 00:10:00+00:00,0.0,/baseball-odds/usa-mlb/minnesota-kansas-city-2025-05-24/1148783
777800,2025-05-23,Houston Astros,Seattle Mariners,-123,100,1.81,2.0,2025-05-24 00:10:00+00:00,0.0,/baseball-odds/usa-mlb/houston-seattle-2025-05-24/1150144
777801,2025-05-23,Washington Nationals,San Francisco Giants,-119,-104,1.84,1.96,2025-05-23 22:45:00+00:00,0.0,/baseball-odds/usa-mlb/washington-san-francisco-2025-05-24/1148778
777802,2025-05-23,Colorado Rockies,New York Yankees,212,-312,3.12,1.32,2025-05-24 00:40:00+00:00,0.0,/baseball-odds/usa-mlb/colorado-ny-yankees-2025-05-24/1148785
777804,2025-05-23,Athletics,Philadelphia Phillies,172,-217,2.72,1.46,2025-05-24 02:05:00+00:00,0.0,/baseball-odds/usa-mlb/athletics-philadelphia-2025-05-24/1149977
777805,2025-05-23,Chicago White Sox,Texas Rangers,144,-196,2.44,1.51,2025-05-23 23:40:00+00:00,0.0,/baseball-odds/usa-mlb/white-sox-texas-2025-05-24/1150143
777806,2025-05-23,Pittsburgh Pirates,Milwaukee Brewers,-130,102,1.77,2.02,2025-05-23 22:40:00+00:00,0.0,/baseball-odds/usa-mlb/pittsburgh-milwaukee-2025-05-24/1148776
777807,2025-05-23,Detroit Tigers,Cleveland Guardians,-114,-115,1.88,1.87,2025-05-23 23:10:00+00:00,0.0,/baseball-odds/usa-mlb/detroit-cleveland-2025-05-24/1148780
777808,2025-05-23,New York Mets,Los Angeles Dodgers,-122,-102,1.82,1.98,2025-05-23 23:10:00+00:00,0.0,/baseball-odds/usa-mlb/ny-mets-la-dodgers-2025-05-24/1148781
777810,2025-05-23,Tampa Bay Rays,Toronto Blue Jays,-139,125,1.72,2.25,2025-05-23 23:05:00+00:00,0.0,/baseball-odds/usa-mlb/tampa-bay-toronto-2025-05-24/1150142
777811,2025-05-23,Cincinnati Reds,Chicago Cubs,-105,-120,1.95,1.83,2025-05-23 22:40:00+00:00,0.0,/baseball-odds/usa-mlb/cincinnati-cubs-2025-05-24/1148777
777813,2025-05-23,Atlanta Braves,San Diego Padres,-189,140,1.53,2.4,2025-05-23 23:15:00+00:00,0.0,/baseball-odds/usa-mlb/atlanta-san-diego-2025-05-24/1148782
777815,2025-05-23,Boston Red Sox,Baltimore Orioles,-118,-108,1.85,1.93,2025-05-23 17:35:00+00:00,0.0,/baseball-odds/usa-mlb/boston-baltimore-2025-05-23/1151901
777781,2025-05-24,Los Angeles Angels,Miami Marlins,-213,178,1.47,2.78,2025-05-25 02:07:00+00:00,0.0,/baseball-odds/usa-mlb/la-angels-miami-2025-05-25/1148800
777782,2025-05-24,Colorado Rockies,New York Yankees,243,-323,3.43,1.31,2025-05-24 20:10:00+00:00,0.0,/baseball-odds/usa-mlb/colorado-ny-yankees-2025-05-24/1148796
777784,2025-05-24,Athletics,Philadelphia Phillies,131,-169,2.31,1.59,2025-05-25 02:05:00+00:00,0.0,/baseball-odds/usa-mlb/athletics-philadelphia-2025-05-25/1149978
777786,2025-05-24,St. Louis Cardinals,Arizona Diamondbacks,-128,104,1.78,2.04,2025-05-24 18:15:00+00:00,0.0,/baseball-odds/usa-mlb/st-louis-arizona-2025-05-24/1148791
777787,2025-05-24,Houston Astros,Seattle Mariners,-110,-118,1.91,1.85,2025-05-24 20:10:00+00:00,0.0,/baseball-odds/usa-mlb/houston-seattle-2025-05-24/1150146
777788,2025-05-24,Minnesota Twins,Kansas City Royals,-127,-101,1.79,1.99,2025-05-24 18:10:00+00:00,0.0,/baseball-odds/usa-mlb/minnesota-kansas-city-2025-05-24/1148790
777789,2025-05-24,New York Mets,Los Angeles Dodgers,-118,-108,1.85,1.93,2025-05-24 23:15:00+00:00,0.0,/baseball-odds/usa-mlb/ny-mets-la-dodgers-2025-05-25/1148799
777790,2025-05-24,Boston Red Sox,Baltimore Orioles,-127,105,1.79,2.05,2025-05-24 22:35:00+00:00,0.0,/baseball-odds/usa-mlb/boston-baltimore-2025-05-25/1151909
777791,2025-05-24,Cincinnati Reds,Chicago Cubs,-106,-116,1.94,1.86,2025-05-24 20:10:00+00:00,0.0,/baseball-odds/usa-mlb/cincinnati-cubs-2025-05-24/1148795
777792,2025-05-24,Chicago White Sox,Texas Rangers,129,-159,2.29,1.63,2025-05-24 20:10:00+00:00,0.0,/baseball-odds/usa-mlb/white-sox-texas-2025-05-24/1150145
777793,2025-05-24,Washington Nationals,San Francisco Giants,129,-172,2.29,1.58,2025-05-24 20:05:00+00:00,0.0,/baseball-odds/usa-mlb/washington-san-francisco-2025-05-24/1148792
777794,2025-05-24,Pittsburgh Pirates,Milwaukee Brewers,-106,-116,1.94,1.86,2025-05-24 20:05:00+00:00,0.0,/baseball-odds/usa-mlb/pittsburgh-milwaukee-2025-05-24/1148793
777795,2025-05-24,Tampa Bay Rays,Toronto Blue Jays,-112,-110,1.89,1.91,2025-05-24 23:05:00+00:00,0.0,/baseball-odds/usa-mlb/tampa-bay-toronto-2025-05-25/1150147
777796,2025-05-24,Detroit Tigers,Cleveland Guardians,-145,120,1.69,2.2,2025-05-24 23:15:00+00:00,0.0,/baseball-odds/usa-mlb/detroit-cleveland-2025-05-25/1148798
777803,2025-05-24,Atlanta Braves,San Diego Padres,-111,129,1.9,2.29,2025-05-24 20:10:00+00:00,0.0,/baseball-odds/usa-mlb/atlanta-san-diego-2025-05-24/1148797
777809,2025-05-24,Boston Red Sox,Baltimore Orioles,-112,-115,1.89,1.87,2025-05-24 17:05:00+00:00,0.0,/baseball-odds/usa-mlb/boston-baltimore-2025-05-24/1151908
777765,2025-05-25,Athletics,Philadelphia Phillies,166,-204,2.66,1.49,2025-05-25 20:05:00+00:00,0.0,/baseball-odds/usa-mlb/athletics-philadelphia-2025-05-25/1149979
777766,2025-05-25,St. Louis Cardinals,Arizona Diamondbacks,-130,102,1.77,2.02,2025-05-25 18:15:00+00:00,0.0,/baseball-odds/usa-mlb/st-louis-arizona-2025-05-25/1148810
777767,2025-05-25,Los Angeles Angels,Miami Marlins,-112,-110,1.89,1.91,2025-05-25 20:07:00+00:00,0.0,/baseball-odds/usa-mlb/la-angels-miami-2025-05-25/1148812
777768,2025-05-25,Colorado Rockies,New York Yankees,222,-303,3.22,1.33,2025-05-25 19:10:00+00:00,0.0,/baseball-odds/usa-mlb/colorado-ny-yankees-2025-05-25/1148811
777772,2025-05-25,Minnesota Twins,Kansas City Royals,-120,-108,1.83,1.93,2025-05-25 18:10:00+00:00,0.0,/baseball-odds/usa-mlb/minnesota-kansas-city-2025-05-25/1148809
777773,2025-05-25,New York Mets,Los Angeles Dodgers,-118,-108,1.85,1.93,2025-05-25 23:10:00+00:00,0.0,/baseball-odds/usa-mlb/ny-mets-la-dodgers-2025-05-26/1148814
777774,2025-05-25,Houston Astros,Seattle Mariners,113,-145,2.13,1.69,2025-05-25 18:10:00+00:00,0.0,/baseball-odds/usa-mlb/houston-seattle-2025-05-25/1150149
