game_pk,game_date,home_team,away_team,home_moneyline,away_moneyline,source_url
823866,2026-05-20,Miami Marlins,Atlanta Braves,156,-187,https://fantasydata.com/mlb/atlanta-braves-odds
824032,2026-05-20,Los Angeles Angels,Athletics,107,-127,https://fantasydata.com/mlb/athletics-odds
824111,2026-05-20,Kansas City Royals,Boston Red Sox,-115,-104,https://fantasydata.com/mlb/boston-red-sox-odds
824273,2026-05-20,Detroit Tigers,Cleveland Guardians,-101,-118,https://fantasydata.com/mlb/cleveland-guardians-odds
824355,2026-05-20,Colorado Rockies,Texas Rangers,101,-120,https://fantasydata.com/mlb/colorado-rockies-odds
824678,2026-05-20,Chicago Cubs,Milwaukee Brewers,-116,-102,https://fantasydata.com/mlb/chicago-cubs-odds
825084,2026-05-20,Arizona Diamondbacks,San Francisco Giants,-111,-107,https://fantasydata.com/mlb/arizona-diamondbacks-odds
822733,2026-05-21,Washington Nationals,New York Mets,-106,-112,https://fantasydata.com/mlb/new-york-mets-odds
823056,2026-05-21,St. Louis Cardinals,Pittsburgh Pirates,103,-122,https://fantasydata.com/mlb/pittsburgh-pirates-odds
823545,2026-05-21,New York Yankees,Toronto Blue Jays,-144,122,https://fantasydata.com/mlb/new-york-yankees-odds
823864,2026-05-21,Miami Marlins,Atlanta Braves,119,-141,https://fantasydata.com/mlb/atlanta-braves-odds
824031,2026-05-21,Los Angeles Angels,Athletics,-118,-101,https://fantasydata.com/mlb/athletics-odds
824274,2026-05-21,Detroit Tigers,Cleveland Guardians,-127,106,https://fantasydata.com/mlb/cleveland-guardians-odds
825083,2026-05-21,Arizona Diamondbacks,Colorado Rockies,-222,183,https://fantasydata.com/mlb/arizona-diamondbacks-odds
