game_id,game_date,week,home_team,away_team,home_score,away_score,predicted_spread,home_win_probability,confidence,model_disagreement,home_win_prob_from_model,win_prob_from_spread,home_win,actual_margin,predicted_margin,predicted_home_win,correct_winner
2025_07_WAS_DAL,2025-10-19,7,DAL,WAS,44,22,-1.0333930437778047,0.47981123383062685,0.0403775323387463,0.16910937972732204,0.38249230784371796,0.55160168757104,1,22,1.0333930437778047,0,False
2025_07_HOU_SEA,2025-10-20,7,SEA,HOU,27,19,-10.842297243935162,0.8335535522857161,0.6671071045714323,0.5013916022839275,0.4575098505727705,0.958901452856698,1,8,10.842297243935162,1,True
2025_07_TB_DET,2025-10-20,7,DET,TB,24,9,-7.721806370710149,0.9021432614876111,0.8042865229752223,0.0010376427150052825,0.9025078720410683,0.901470229326063,1,15,7.721806370710149,1,True
2025_08_MIN_LAC,2025-10-23,8,LAC,MIN,37,10,-4.610966761508941,0.7400682346482715,0.4801364692965431,0.0776935248288162,0.7048271225577514,0.7825206473865676,1,27,4.610966761508941,1,True
2025_08_BUF_CAR,2025-10-26,8,CAR,BUF,9,40,-7.96683992358228,0.7029180143255102,0.4058360286510203,0.8195662356730061,0.08824333757075552,0.9078095732437617,0,-31,7.96683992358228,1,False
2025_08_CHI_BAL,2025-10-26,8,BAL,CHI,30,16,-1.3005713570959965,0.5326729003847857,0.0653458007695713,0.0693427266082276,0.5019917277606215,0.5713344543688491,1,14,1.3005713570959965,1,True
2025_08_CLE_NE,2025-10-26,8,NE,CLE,32,13,-5.631618986435476,0.8944176571301818,0.7888353142603637,0.13789631843664196,0.9680352281008462,0.8301389096642042,1,19,5.631618986435476,1,True
2025_08_DAL_DEN,2025-10-26,8,DEN,DAL,44,24,-2.53231649493388,0.6269636927513391,0.25392738550267824,0.05473320848922436,0.6038127709647441,0.6585459794539684,1,20,2.53231649493388,1,True
2025_08_GB_PIT,2025-10-26,8,PIT,GB,25,35,-7.545460738608885,0.8047846354008039,0.6095692708016078,0.3675431020403638,0.529127308870531,0.8966704109108948,0,-10,7.545460738608885,1,False
2025_08_MIA_ATL,2025-10-26,8,ATL,MIA,10,34,-1.1123117978049764,0.6365015806384273,0.27300316127685464,0.2325483257972668,0.7899984597756197,0.5574501339783529,0,-24,1.1123117978049764,1,False
2025_08_NYG_PHI,2025-10-26,8,PHI,NYG,38,20,-5.757601161007256,0.7562158260552566,0.5124316521105132,0.24869491981830127,0.5867070532609427,0.835401973079244,1,18,5.757601161007256,1,True
2025_08_NYJ_CIN,2025-10-26,8,CIN,NYJ,38,39,-3.860442710602709,0.7100822398540678,0.42016447970813564,0.05496944540785298,0.68681408072339,0.741783526131243,0,-1,3.860442710602709,1,False
2025_08_SF_HOU,2025-10-26,8,HOU,SF,26,15,-3.7536547711593107,0.7403543472064784,0.4807086944129568,0.0074277280961814185,0.7430276135663696,0.7355998854701882,1,11,3.7536547711593107,1,True
2025_08_TB_NO,2025-10-26,8,NO,TB,3,23,-2.9210383121473162,0.5497937945110465,0.09958758902209297,0.5378812294087602,0.14638287245447645,0.6842641018632366,0,-20,2.9210383121473162,1,False
2025_08_TEN_IND,2025-10-26,8,IND,TEN,38,14,-12.12681905355263,0.969325777597541,0.938651555195082,0.0036368956664104557,0.9680352281008462,0.9716721237672566,1,24,12.12681905355263,1,True
2025_08_WAS_KC,2025-10-27,8,KC,WAS,28,7,-4.654208256895342,0.8590691302701758,0.7181382605403517,0.18331499467201162,0.9680352281008462,0.7847202334288346,1,21,4.654208256895342,1,True
2025_09_BAL_MIA,2025-10-30,9,MIA,BAL,6,28,-6.69424801587688,0.9212146926763719,0.8424293853527438,0.09753366215347581,0.9680352281008462,0.8705015659473704,0,-22,6.69424801587688,1,False
2025_09_ATL_NE,2025-11-02,9,NE,ATL,24,23,-8.66087504597365,0.8929992255930663,0.7859984511861327,0.05322432208442074,0.8705936082483909,0.9238179303328117,1,1,8.66087504597365,1,True
2025_09_CAR_GB,2025-11-02,9,GB,CAR,13,16,0.5795650277295082,0.5100248154504782,0.02004963090095635,0.225453432876702,0.65670585081851,0.43125241794180796,0,-3,-0.5795650277295082,1,False
2025_09_CHI_CIN,2025-11-02,9,CIN,CHI,42,47,-1.5678706616241451,0.5054974514188455,0.010994902837691,0.34141717780530206,0.24943456806486902,0.5908517458701711,0,-5,1.5678706616241451,1,False
2025_09_DEN_HOU,2025-11-02,9,HOU,DEN,15,18,-13.11606600807727,0.903516010079172,0.8070320201583441,0.2981281645451631,0.6806639491616078,0.9787921137067709,0,-3,13.11606600807727,1,False
2025_09_IND_PIT,2025-11-02,9,PIT,IND,27,20,-7.337809387301047,0.7364974966366798,0.4729949932733597,0.617027222326946,0.2737270798914704,0.8907543022184163,1,7,7.337809387301047,1,True
2025_09_JAX_LV,2025-11-02,9,LV,JAX,29,30,-4.538796844212598,0.6061709654830685,0.21234193096613696,0.6905701705497506,0.08824333757075552,0.7788135081205061,0,-1,4.538796844212598,1,False
