current_pos,current_pos_display,player,pred_name,to_par,to_par_display,r1,r2,r3,r4,total_strokes,actual_sg_per_round,pre_sg_per_round,updated_sg_per_round,sim_win_pct,sim_top5_pct,sim_top10_pct,sim_top20_pct,pre_win_prob,pre_top5_pct,pre_top10_prob,pre_top20_prob,pre_rank,rank_change
139,T135,David Puig,David Puig,9.0,+9,77,57,,,134.0,-64.0,1.1222559102339893,-24.926646453859608,0.0,0.0,0.0,0.0,0.013,8.4,0.2417074813718421,0.3648605116366732,18.0,-121.0
140,T135,Davis Thompson,Davis Thompson,9.0,+9,74,64,,,138.0,-68.0,-0.179443706207697,-27.30766622372462,0.0,0.0,0.0,0.0,0.00085,0.74,0.0586373972611495,0.1096937040813363,99.0,-41.0
141,T135,Chris Kirk,Chris Kirk,9.0,+9,78,63,,,141.0,-71.0,-0.0545495151844791,-28.43272970911069,0.0,0.0,0.0,0.0,0.0013,1.01,0.0666709353128507,0.1254801609188272,77.0,-64.0
142,T135,Ugo Coussaud,Ugo Coussaud,9.0,+9,76,73,,,149.0,-79.0,0.6543749474422937,-31.207375031534625,0.0,0.0,0.0,0.0,0.00535,3.715,0.1528816018150411,0.2506944721083946,35.0,-107.0
143,T143,Jackson Ormond,Jackson Ormond,10.0,+10,80,0,,,80.0,-10.0,-0.5613551738360792,-4.336813104301648,0.0,0.0,0.0,0.0,0.0003,0.29,0.0346341913063257,0.0687072897299348,127.0,-16.0
144,T143,Mateo Pulcini,Mateo Pulcini,10.0,+10,74,45,,,119.0,-49.0,-0.0126529941609252,-19.607591796496557,0.0,0.0,0.0,0.0,0.00135,1.21,0.0720669387122779,0.133560384781061,74.0,-70.0
145,T143,Preston Stout,Preston Stout,10.0,+10,72,63,,,135.0,-65.0,-0.0105935373542815,-26.00635612241257,0.0,0.0,0.0,0.0,0.00155,1.2,0.0725766541451912,0.1298574684414942,65.0,-80.0
146,T146,Hamilton Coleman,Hamilton Coleman,11.0,+11,81,0,,,81.0,-11.0,-0.5497571814932761,-4.729854308895966,0.0,0.0,0.0,0.0,0.0002,0.295,0.0357687623079778,0.0710927943545974,134.0,-12.0
147,T146,Alex Smalley,Alex Smalley,11.0,+11,76,55,,,131.0,-61.0,0.4273024826622885,-24.14361851040263,0.0,0.0,0.0,0.0,0.00305,2.4250000000000003,0.1182575845650365,0.2010472470465718,49.0,-98.0
148,T146,Harry Hall,Harry Hall,11.0,+11,74,66,,,140.0,-70.0,0.1869070869464161,-27.887855747832152,0.0,0.0,0.0,0.0,0.0015,1.495,0.0904185391675126,0.1620140241437122,68.0,-80.0
149,T149,Robbie Higgins,Robbie Higgins,12.0,+12,82,0,,,82.0,-12.0,0.0071457363670099,-4.795712558179795,0.0,0.0,0.0,0.0,0.00095,1.05,0.0721450856495499,0.1309764625384116,92.0,-57.0
150,T149,Jake Sollon,Jake Sollon,12.0,+12,82,35,,,117.0,-47.0,-0.0079383308284306,-18.804762998497058,0.0,0.0,0.0,0.0,0.0015,1.11,0.0713147074620058,0.1325027348446348,69.0,-81.0
151,T149,T.K. Kim,T.K. Kim,12.0,+12,79,42,,,121.0,-51.0,-0.2404529603071168,-20.54427177618427,0.0,0.0,0.0,0.0,0.00035,0.6649999999999999,0.0530543682988895,0.0991884049804586,124.0,-27.0
152,T149,Hennie Du Plessis,Hennie du Plessis,12.0,+12,76,76,,,152.0,-82.0,0.9514483305565542,-32.22913100166607,0.0,0.0,0.0,0.0,0.01035,6.385000000000001,0.2061477485417322,0.3199160185022965,21.0,-131.0
153,153,Nick Hardy,Nick Hardy,13.0,+13,79,46,,,125.0,-55.0,-0.4450028765345313,-22.267001725920718,0.0,0.0,0.0,0.0,0.00045,0.4049999999999999,0.0413645300814382,0.0791842350999474,117.0,-36.0
154,154,Matti Schmid,Matti Schmid,15.0,+15,77,71,,,148.0,-78.0,-0.5102219087706426,-31.50613314526239,0.0,0.0,0.0,0.0,0.0003,0.355,0.037730260971083,0.0748045906014232,129.0,-25.0
155,155,Rocco Repetto Taylor,Rocco Repetto Taylor,18.0,+18,81,73,,,154.0,-84.0,-0.3128366622039713,-33.78770199732239,0.0,0.0,0.0,0.0,0.00025,0.5700000000000001,0.0488928939785715,0.0960387575487606,131.0,-24.0
156,156,Arni Sveinsson,Arni Sveinsson,21.0,+21,84,49,,,133.0,-63.0,-0.5468762057861025,-25.528125723471664,0.0,0.0,0.0,0.0,0.00035,0.2749999999999999,0.0350680574474972,0.0713189317783252,120.0,-36.0
