current_pos,current_pos_display,player,pred_name,to_par,to_par_display,r1,r2,r3,r4,total_strokes,actual_sg_per_round,pre_sg_per_round,updated_sg_per_round,sim_win_pct,sim_make_cut_pct,sim_top5_pct,sim_top10_pct,sim_top20_pct,pre_win_prob,pre_top5_pct,pre_top10_prob,pre_top20_prob,pre_rank,rank_change
34,T32,Jeremy Paul,Jeremy Paul,-8.0,-8,69.0,67.0,,,136.0,4.0,-0.2570265631661812,1.4457840621002913,0.0,100.0,0.9440000000000001,5.258,20.538,0.0082,3.858000000000001,0.0954918048287306,0.1790285550873247,13,-21
35,T32,Karl Vilips,Karl Vilips,-8.0,-8,68.0,68.0,,,136.0,4.0,-0.2361183202339146,1.4583290078596514,0.004,100.0,0.96,5.434,20.64,0.00718,3.788,0.0962383605120768,0.1810954508360194,69,34
36,T32,Peter Malnati,Peter Malnati,-8.0,-8,65.0,71.0,,,136.0,4.0,-0.2496778029144457,1.4501933182513327,0.002,100.0,0.9339999999999999,5.372,20.816000000000003,0.0079,3.874,0.0959889421948124,0.1796475383478165,19,-17
37,T32,Trace Crowe,Trace Crowe,-8.0,-8,68.0,68.0,,,136.0,4.0,-0.246558425883194,1.4520649444700837,0.004,100.0,0.9979999999999999,5.406,20.572,0.00756,3.754,0.0952713555902479,0.1802775558214768,40,3
38,T32,Tyler Duncan,Tyler Duncan,-8.0,-8,68.0,68.0,,,136.0,4.0,-0.2470861779437601,1.451748293233744,0.004,100.0,0.946,5.448,21.024,0.00694,3.624,0.0942156228305576,0.1778388689179521,94,56
39,T39,Cam Davis,Cam Davis,-7.0,-7,66.0,71.0,,,137.0,3.5,-1.618023231692813,0.42918606098431245,0.0,100.0,0.06999999999999999,0.6859999999999999,4.702,0.00028,0.2259999999999999,0.0130125981095351,0.031398261074083,131,92
40,T39,Haotong Li,Haotong Li,-7.0,-7,70.0,67.0,,,137.0,3.5,-0.2638002987645567,1.241719820741266,0.002,100.0,0.376,2.348,11.28,0.00692,3.61,0.0928436854788544,0.1769631426659522,96,56
41,T39,Harry Higgs,Harry Higgs,-7.0,-7,66.0,71.0,,,137.0,3.5,-0.2557257439500479,1.2465645536299714,0.0,100.0,0.28800000000000003,2.27,11.124,0.00704,3.644,0.0930825039916391,0.176076235039114,87,46
42,T39,Johnny Keefer,Johnny Keefer,-7.0,-7,67.0,70.0,,,137.0,3.5,-0.2601011889439777,1.2439392866336134,0.0,100.0,0.28600000000000003,2.252,10.998,0.00808,3.702,0.0933621898472604,0.1765290795557113,15,-27
43,T39,Lucas Glover,Lucas Glover,-7.0,-7,67.0,70.0,,,137.0,3.5,-0.8340142827851293,0.8995914303289225,0.0,100.0,0.196,1.39,7.82,0.00196,1.21,0.0421226016884713,0.0903162996330851,126,83
44,T39,Nick Taylor,Nick Taylor,-7.0,-7,67.0,70.0,,,137.0,3.5,0.0152255408409045,1.4091353245045428,0.004,100.0,0.462,2.828,13.088,0.01176,5.73,0.1319028505019372,0.2351762237404988,7,-37
45,T39,Webb Simpson,Webb Simpson,-7.0,-7,71.0,66.0,,,137.0,3.5,-0.2523067138384345,1.2486159716969394,0.002,100.0,0.298,2.228,11.07,0.0072,3.736,0.0953010216665167,0.1797427381088716,66,21
46,T39,Will Gordon,Will Gordon,-7.0,-7,69.0,68.0,,,137.0,3.5,-0.2540630380201766,1.2475621771878942,0.0,100.0,0.336,2.328,11.110000000000001,0.00704,3.598,0.0939873874991306,0.1789154526693263,88,42
47,T47,Adam Hadwin,Adam Hadwin,-6.0,-6,68.0,70.0,,,138.0,3.0,-0.2374674549890839,1.0575195270065498,0.0,100.0,0.106,0.8840000000000001,5.54,0.00756,3.77,0.096739918701079,0.1827171952622075,39,-8
48,T47,Adam Svensson,Adam Svensson,-6.0,-6,72.0,66.0,,,138.0,3.0,-0.2546516558014908,1.0472090065191058,0.002,100.0,0.108,0.8699999999999999,5.252,0.0073,3.832,0.0954344077088899,0.1791142346761267,59,11
49,T47,Andrew Novak,Andrew Novak,-6.0,-6,68.0,70.0,,,138.0,3.0,-0.2489998467508703,1.050600091949478,0.0,100.0,0.092,0.8420000000000001,5.302,0.0072,3.672,0.0953405202529289,0.1799966493939007,64,15
50,T47,Blades Brown,Blades Brown,-6.0,-6,70.0,68.0,,,138.0,3.0,-0.2377100698539777,1.0573739580876136,0.0,100.0,0.106,0.9199999999999999,5.5440000000000005,0.00714,3.7,0.0956353145657569,0.1803547228532839,77,27
51,T47,Cameron Champ,Cameron Champ,-6.0,-6,70.0,68.0,,,138.0,3.0,-0.2608637381451818,1.0434817571128912,0.0,100.0,0.11800000000000001,0.818,5.346,0.00708,3.75,0.0943375710666953,0.1794405001308858,85,34
52,T47,Hank Lebioda,Hank Lebioda,-6.0,-6,70.0,68.0,,,138.0,3.0,-0.2524443640577244,1.0485333815653655,0.0,100.0,0.08,0.764,5.366,0.00716,3.662,0.09505563891377,0.1798968355371858,75,23
53,T47,Jonathan Byrd,Jonathan Byrd,-6.0,-6,70.0,68.0,,,138.0,3.0,-0.2363371291037968,1.0581977225377222,0.0,100.0,0.09,0.75,5.292,0.0073,3.918,0.0976846890357509,0.1818060003174315,58,5
54,T47,Kevin Yu,Kevin Yu,-6.0,-6,70.0,68.0,,,138.0,3.0,-0.5447706297588574,0.8731376221446858,0.0,100.0,0.06999999999999999,0.628,4.466,0.00354,2.224,0.0643441390367897,0.1305726137596122,124,70
55,T47,Michael Kim,Michael Kim,-6.0,-6,70.0,68.0,,,138.0,3.0,-0.6756135497073016,0.7946318701756192,0.0,100.0,0.068,0.6859999999999999,4.146,0.003,1.72,0.0529876259808849,0.1090597547753469,125,70
56,T47,Michael Thompson,Michael Thompson,-6.0,-6,70.0,68.0,,,138.0,3.0,-0.2442371411712926,1.0534577152972247,0.0,100.0,0.108,0.74,5.38,0.00746,3.836,0.0962026549546059,0.1802334062607961,47,-9
57,T47,Nick Dunlap,Nick Dunlap,-6.0,-6,67.0,71.0,,,138.0,3.0,-1.3595798865904374,0.38425206804573775,0.0,100.0,0.02,0.304,2.442,0.00034,0.378,0.0190357766360652,0.0448994378191637,128,71
58,T47,Pierceson Coody,Pierceson Coody,-6.0,-6,66.0,72.0,,,138.0,3.0,-0.2453003033065005,1.0528198180161,0.0,100.0,0.12,0.9820000000000001,5.652,0.008,3.782,0.0958758175368198,0.1792596613297017,16,-42
59,T47,Troy Merritt,Troy Merritt,-6.0,-6,69.0,69.0,,,138.0,3.0,-0.2379054928018957,1.0572567043188628,0.002,100.0,0.104,0.882,5.466,0.00756,3.856,0.0969325799634835,0.1828262882895124,41,-18
60,T47,Tyler Watts,Tyler Watts,-6.0,-6,71.0,67.0,,,138.0,3.0,-0.5620352188327897,0.8627788687003264,0.0,100.0,0.055999999999999994,0.63,4.3740000000000006,0.00376,2.168,0.062761456962458,0.1262424286637092,121,61
61,T47,Zac Blair,Zac Blair,-6.0,-6,70.0,68.0,,,138.0,3.0,-0.2567244592033616,1.0459653244779832,0.0,100.0,0.106,0.8240000000000001,5.43,0.00718,3.61,0.0925185743791475,0.1742894833584449,70,9
62,T62,Andrew Putnam,Andrew Putnam,-5.0,-5,71.0,68.0,,,139.0,2.5,-0.2470299152918229,0.8517820508249063,0.0,100.0,0.026,0.27999999999999997,2.188,0.00732,3.682,0.095057832679497,0.1804332872711098,54,-8
63,T62,Chandler Blanchet,Chandler Blanchet,-5.0,-5,69.0,70.0,,,139.0,2.5,-0.2583640301235402,0.8449815819258759,0.0,100.0,0.032,0.262,2.238,0.00772,3.714,0.0950947345021377,0.1790353405642844,27,-36
64,T62,Chandler Phillips,Chandler Phillips,-5.0,-5,70.0,69.0,,,139.0,2.5,-0.2492251389250683,0.850464916644959,0.0,100.0,0.036000000000000004,0.258,2.26,0.00744,3.71,0.0944766864191573,0.1788349744970177,48,-16
65,T62,Corey Conners,Corey Conners,-5.0,-5,70.0,69.0,,,139.0,2.5,0.3756130376924849,1.225367822615491,0.0,100.0,0.046,0.506,3.582,0.0246,9.86,0.2014431975594633,0.3275768158985758,3,-62
66,T62,David Skinns,David Skinns,-5.0,-5,73.0,66.0,,,139.0,2.5,-0.2360743144110484,0.8583554113533709,0.0,100.0,0.04,0.27799999999999997,2.26,0.00758,3.962,0.0993001046679461,0.1858333515908177,38,-28
67,T62,Davis Chatfield,Davis Chatfield,-5.0,-5,67.0,72.0,,,139.0,2.5,-0.2644340027541467,0.841339598347512,0.0,100.0,0.024,0.27,2.36,0.007,3.65,0.0937191457683951,0.1770481127006574,92,25
68,T62,Doug Ghim,Doug Ghim,-5.0,-5,71.0,68.0,,,139.0,2.5,-0.2506113861560848,0.8496331683063492,0.0,100.0,0.018000000000000002,0.28600000000000003,2.258,0.00774,3.790000000000001,0.0943923671795206,0.1798474652995151,25,-43
69,T62,Dylan Wu,Dylan Wu,-5.0,-5,69.0,70.0,,,139.0,2.5,-0.2637324529021821,0.8417605282586907,0.0,100.0,0.034,0.27799999999999997,2.4,0.0067,3.626,0.0929663135280133,0.1764540370201366,109,40
70,T62,Hayden Springer,Hayden Springer,-5.0,-5,71.0,68.0,,,139.0,2.5,-0.255466004563604,0.8467203972618376,0.0,100.0,0.02,0.27599999999999997,2.292,0.0066,3.5380000000000003,0.094607633851263,0.1784713567750224,116,46
71,T62,Isaiah Salinda,Isaiah Salinda,-5.0,-5,68.0,71.0,,,139.0,2.5,-0.2502283182472988,0.8498630090516207,0.0,100.0,0.02,0.306,2.36,0.00666,3.604,0.0941973712152,0.1790319060444465,112,41
72,T62,Justin Lower,Justin Lower,-5.0,-5,72.0,67.0,,,139.0,2.5,-0.2626694861072277,0.8423983083356634,0.0,100.0,0.024,0.27,2.274,0.00698,3.6020000000000003,0.0926775075971674,0.1764513956146074,93,21
73,T62,Patton Kizzire,Patton Kizzire,-5.0,-5,68.0,71.0,,,139.0,2.5,-0.5677405539734683,0.659355667615919,0.0,100.0,0.02,0.186,1.7659999999999998,0.00366,2.14,0.0613922025511004,0.1258262385456685,123,50
74,T62,Stephan Jaeger,Stephan Jaeger,-5.0,-5,70.0,69.0,,,139.0,2.5,-0.1969420669503339,0.8818347598297996,0.0,100.0,0.013999999999999999,0.27399999999999997,2.386,0.00788,4.076,0.1017312483447121,0.1904341232449588,20,-54
75,T62,Takumi Kanaya,Takumi Kanaya,-5.0,-5,73.0,66.0,,,139.0,2.5,-0.2450419211736977,0.8529748472957814,0.0,100.0,0.024,0.294,2.314,0.0072,3.71,0.0946859819720642,0.1796387768040661,67,-8
76,T62,Vince Whaley,Vince Whaley,-5.0,-5,68.0,71.0,,,139.0,2.5,-0.2622729874978012,0.8426362075013193,0.0,100.0,0.024,0.27599999999999997,2.156,0.00682,3.664,0.0937728828050323,0.1781963204903791,103,27
77,T62,William Mouw,William Mouw,-5.0,-5,72.0,67.0,,,139.0,2.5,-0.24056076568448,0.855663540589312,0.0,100.0,0.024,0.292,2.188,0.00748,3.866,0.0965426109860001,0.1813517576061761,45,-32
