current_pos,current_pos_display,player,pred_name,to_par,to_par_display,r1,r2,r3,r4,total_strokes,actual_sg_per_round,pre_sg_per_round,updated_sg_per_round,sim_win_pct,sim_make_cut_pct,sim_top5_pct,sim_top10_pct,sim_top20_pct,pre_win_prob,pre_top5_pct,pre_top10_prob,pre_top20_prob,pre_rank,rank_change
11,T5,Russell Henley,Russell Henley,-11.0,-11,70.0,65.0,66.0,68.0,269.0,2.75,0.8424062328361588,1.6054437397016952,0.0,100.0,0.0,0.0,100.0,0.0398,21.03,0.4183077403862931,0.7387288729128723,10,-1
12,T12,Adam Scott,Adam Scott,-10.0,-10,66.0,67.0,65.0,72.0,270.0,2.5,0.7197873348767406,1.4318724009260444,0.0,100.0,0.0,0.0,100.0,0.03232,18.398,0.3795597869532109,0.7056039093218146,15,3
13,T12,Cameron Young,Cameron Young,-10.0,-10,70.0,62.0,68.0,70.0,270.0,2.5,0.6575638346395188,1.3945383007837113,0.0,100.0,0.0,0.0,100.0,0.0304,17.124,0.3622221467598855,0.6902778257583965,16,3
14,T12,Tommy Fleetwood,Tommy Fleetwood,-10.0,-10,66.0,70.0,67.0,67.0,270.0,2.5,1.2300962048744135,1.738057722924648,0.0,100.0,0.0,0.0,100.0,0.07334,31.298,0.5382649199272922,0.8207190565076419,4,-10
15,T15,Collin Morikawa,Collin Morikawa,-9.0,-9,64.0,67.0,72.0,68.0,271.0,2.25,0.8176900651580042,1.3906140390948025,0.0,100.0,0.0,0.0,100.0,0.03686,20.436,0.4073176639435114,0.7295750851208942,14,-1
16,T15,Si Woo Kim,Si Woo Kim,-9.0,-9,69.0,68.0,65.0,69.0,271.0,2.25,-0.249128137541499,0.7505231174751006,0.0,100.0,0.0,0.0,100.0,0.00466,4.8340000000000005,0.1447454896961123,0.4241831399830991,29,13
17,T15,Tom Kim,Tom Kim,-9.0,-9,67.0,68.0,68.0,68.0,271.0,2.25,0.2813191379301036,1.0687914827580622,0.0,100.0,0.0,0.0,100.0,0.01462,10.558,0.2576069568196509,0.5854127535493294,18,1
18,T15,Xander Schauffele,Xander Schauffele,-9.0,-9,67.0,71.0,67.0,66.0,271.0,2.25,1.279314746242736,1.6675888477456415,0.0,100.0,0.0,0.0,100.0,0.07704,32.626,0.5526707643119385,0.8266032577792526,2,-16
19,T19,Akshay Bhatia,Akshay Bhatia,-7.0,-7,65.0,69.0,71.0,68.0,273.0,1.75,0.8526048898518237,1.2115629339110943,0.0,100.0,0.0,0.0,100.0,0.03976,21.264,0.4208152597633116,0.7387126719419856,11,-8
20,T19,Justin Rose,Justin Rose,-7.0,-7,68.0,65.0,69.0,71.0,273.0,1.75,-0.3294551082563318,0.502326935046201,0.0,100.0,0.0,0.0,100.0,0.00442,4.258,0.1313646305595462,0.3974045609764809,30,10
21,T19,Sam Burns,Sam Burns,-7.0,-7,66.0,68.0,67.0,72.0,273.0,1.75,0.5581895897669229,1.0349137538601538,0.0,100.0,0.0,0.0,0.0,0.02346,15.046,0.3319092190789073,0.6617180402211749,17,-4
22,T22,Hideki Matsuyama,Hideki Matsuyama,-5.0,-5,69.0,70.0,67.0,69.0,275.0,1.25,1.0556121500663034,1.133367290039782,0.0,100.0,0.0,0.0,0.0,0.05712,26.658,0.4843182162259922,0.7839665648745722,6,-16
23,T22,Matt Fitzpatrick,Matt Fitzpatrick,-5.0,-5,66.0,67.0,69.0,73.0,275.0,1.25,1.0734655716868826,1.1440793430121294,0.0,100.0,0.0,0.0,0.0,0.0563,26.334000000000003,0.4848121950489344,0.7849184057394516,7,-16
24,T22,Patrick Cantlay,Patrick Cantlay,-5.0,-5,68.0,70.0,68.0,69.0,275.0,1.25,0.8089729933983808,0.9853837960390285,0.0,100.0,0.0,0.0,0.0,0.03768,20.312,0.4068874100892222,0.726690168052976,12,-12
25,T22,Wyndham Clark,Wyndham Clark,-5.0,-5,67.0,69.0,67.0,72.0,275.0,1.25,0.1212268317604055,0.5727360990562433,0.0,100.0,0.0,0.0,0.0,0.01036,8.246,0.2172843347082051,0.5331956673750032,19,-6
26,26,Kristoffer Reitan,Kristoffer Reitan,-3.0,-3,70.0,69.0,68.0,70.0,277.0,0.75,-0.2562659550810386,0.14624042695137687,0.0,100.0,0.0,0.0,0.0,0.00504,4.688,0.1423514427138434,0.4201331080041699,25,-1
27,27,Ryan Fox,Ryan Fox,-2.0,-2,66.0,68.0,70.0,74.0,278.0,0.5,-0.2385593324558714,0.05686440052647718,0.0,100.0,0.0,0.0,0.0,0.0053,5.026,0.1470067108475457,0.4264300735118877,23,-4
28,28,Alex Smalley,Alex Smalley,-1.0,-1,67.0,68.0,72.0,72.0,279.0,0.25,-0.2622410668845384,-0.057344640130723046,0.0,100.0,0.0,0.0,0.0,0.00546,4.7,0.141684120826375,0.4167256831810339,21,-7
29,29,Robert MacIntyre,Robert MacIntyre,0.0,E,67.0,76.0,63.0,74.0,280.0,0.0,1.006141102752054,0.6036846616512324,0.0,100.0,0.0,0.0,0.0,0.04872,24.826,0.4670576735454153,0.7726071817475113,8,-21
30,30,Gary Woodland,Gary Woodland,2.0,+2,66.0,68.0,71.0,77.0,282.0,-0.5,-0.2585509930978415,-0.3551305958587049,0.0,100.0,0.0,0.0,0.0,0.00496,4.682,0.1417974602672223,0.4191713453665242,27,-3
