game_id,game_date,week,home_team,away_team,book,market,line,price,away_spread_odds,home_moneyline,away_moneyline,total_line,source_spread_line
2025_16_KC_TEN,2025-12-21,16,TEN,KC,nflverse_pfr,spread,3.5,-120,100,154,-185,37.5,-3.5
2025_16_LAC_DAL,2025-12-21,16,DAL,LAC,nflverse_pfr,spread,-1.5,-105,-115,-122,102,50.5,1.5
2025_16_LV_HOU,2025-12-21,16,HOU,LV,nflverse_pfr,spread,-14.5,-105,-115,-1600,900,39.5,14.5
2025_16_MIN_NYG,2025-12-21,16,NYG,MIN,nflverse_pfr,spread,2.5,-102,-118,124,-148,41.5,-2.5
2025_16_NE_BAL,2025-12-21,16,BAL,NE,nflverse_pfr,spread,-3.5,-105,-115,-185,154,48.5,3.5
2025_16_NYJ_NO,2025-12-21,16,NO,NYJ,nflverse_pfr,spread,-6.5,-115,-105,-298,240,39.5,6.5
2025_16_PIT_DET,2025-12-21,16,DET,PIT,nflverse_pfr,spread,-7.5,-115,-105,-425,330,52.5,7.5
2025_16_TB_CAR,2025-12-21,16,CAR,TB,nflverse_pfr,spread,3.0,-120,100,130,-155,44.5,-3.0
2025_16_SF_IND,2025-12-22,16,IND,SF,nflverse_pfr,spread,4.5,-115,-105,185,-225,46.5,-4.5
2025_17_DAL_WAS,2025-12-25,17,WAS,DAL,nflverse_pfr,spread,8.5,100,-120,380,-500,50.5,-8.5
2025_17_DEN_KC,2025-12-25,17,KC,DEN,nflverse_pfr,spread,13.5,-115,-105,700,-1100,37.5,-13.5
2025_17_DET_MIN,2025-12-25,17,MIN,DET,nflverse_pfr,spread,7.0,100,-120,285,-360,45.5,-7.0
2025_17_BAL_GB,2025-12-27,17,GB,BAL,nflverse_pfr,spread,-2.5,-112,-108,-142,120,38.5,2.5
2025_17_HOU_LAC,2025-12-27,17,LAC,HOU,nflverse_pfr,spread,-1.5,-105,-115,-118,-102,40.5,1.5
2025_17_ARI_CIN,2025-12-28,17,CIN,ARI,nflverse_pfr,spread,-7.0,-110,-110,-345,275,52.5,7.0
2025_17_CHI_SF,2025-12-28,17,SF,CHI,nflverse_pfr,spread,-3.5,-115,-105,-205,170,51.5,3.5
2025_17_JAX_IND,2025-12-28,17,IND,JAX,nflverse_pfr,spread,3.5,-105,-115,185,-225,48.5,-3.5
2025_17_NE_NYJ,2025-12-28,17,NYJ,NE,nflverse_pfr,spread,12.5,100,-120,625,-950,42.5,-12.5
2025_17_NO_TEN,2025-12-28,17,TEN,NO,nflverse_pfr,spread,1.5,-110,-110,100,-120,39.5,-1.5
2025_17_NYG_LV,2025-12-28,17,LV,NYG,nflverse_pfr,spread,3.0,-118,-102,136,-162,40.5,-3.0
2025_17_PHI_BUF,2025-12-28,17,BUF,PHI,nflverse_pfr,spread,-3.0,-112,-108,-170,142,45.5,3.0
2025_17_PIT_CLE,2025-12-28,17,CLE,PIT,nflverse_pfr,spread,4.5,-112,-108,170,-205,35.5,-4.5
2025_17_SEA_CAR,2025-12-28,17,CAR,SEA,nflverse_pfr,spread,6.5,-102,-118,245,-305,42.5,-6.5
2025_17_TB_MIA,2025-12-28,17,MIA,TB,nflverse_pfr,spread,5.5,-112,-108,205,-250,44.5,-5.5
2025_17_LA_ATL,2025-12-29,17,ATL,LA,nflverse_pfr,spread,7.5,-118,-102,300,-380,48.5,-7.5
2025_18_CAR_TB,2026-01-03,18,TB,CAR,nflverse_pfr,spread,-3.0,-105,-115,-155,130,43.5,3.0
2025_18_SEA_SF,2026-01-03,18,SF,SEA,nflverse_pfr,spread,2.5,100,-120,124,-148,47.5,-2.5
2025_18_ARI_LA,2026-01-04,18,LA,ARI,nflverse_pfr,spread,-14.5,-105,-115,-1350,800,49.5,14.5
2025_18_BAL_PIT,2026-01-04,18,PIT,BAL,nflverse_pfr,spread,4.5,-115,-105,185,-225,41.5,-4.5
2025_18_CLE_CIN,2026-01-04,18,CIN,CLE,nflverse_pfr,spread,-9.5,-108,-112,-455,350,47.5,9.5
2025_18_DAL_NYG,2026-01-04,18,NYG,DAL,nflverse_pfr,spread,3.0,-105,-115,140,-166,50.5,-3.0
2025_18_DET_CHI,2026-01-04,18,CHI,DET,nflverse_pfr,spread,-3.5,-110,-110,-180,150,51.5,3.5
2025_18_GB_MIN,2026-01-04,18,MIN,GB,nflverse_pfr,spread,-12.5,-112,-108,-650,470,37.5,12.5
2025_18_IND_HOU,2026-01-04,18,HOU,IND,nflverse_pfr,spread,-9.5,-110,-110,-535,400,37.5,9.5
2025_18_KC_LV,2026-01-04,18,LV,KC,nflverse_pfr,spread,3.5,-108,-112,185,-225,36.5,-3.5
2025_18_LAC_DEN,2026-01-04,18,DEN,LAC,nflverse_pfr,spread,-14.5,-112,-108,-1600,900,37.5,14.5
2025_18_MIA_NE,2026-01-04,18,NE,MIA,nflverse_pfr,spread,-14.0,-108,-112,-1000,650,44.5,14.0
2025_18_NO_ATL,2026-01-04,18,ATL,NO,nflverse_pfr,spread,-4.5,-105,-115,-205,170,43.5,4.5
2025_18_NYJ_BUF,2026-01-04,18,BUF,NYJ,nflverse_pfr,spread,-12.5,-108,-112,-800,550,39.5,12.5
2025_18_TEN_JAX,2026-01-04,18,JAX,TEN,nflverse_pfr,spread,-12.5,-110,-110,-750,525,46.5,12.5
2025_18_WAS_PHI,2026-01-04,18,PHI,WAS,nflverse_pfr,spread,-3.0,-115,-105,-180,150,38.5,3.0
2025_19_GB_CHI,2026-01-10,19,CHI,GB,nflverse_pfr,spread,2.5,-112,-108,114,-135,45.5,-2.5
2025_19_LA_CAR,2026-01-10,19,CAR,LA,nflverse_pfr,spread,10.0,-112,-108,410,-550,44.5,-10.0
2025_19_BUF_JAX,2026-01-11,19,JAX,BUF,nflverse_pfr,spread,-1.5,-110,-110,-122,102,51.5,1.5
2025_19_LAC_NE,2026-01-11,19,NE,LAC,nflverse_pfr,spread,-3.5,-115,-105,-198,164,45.5,3.5
2025_19_SF_PHI,2026-01-11,19,PHI,SF,nflverse_pfr,spread,-6.0,-105,-115,-265,215,44.5,6.0
2025_19_HOU_PIT,2026-01-12,19,PIT,HOU,nflverse_pfr,spread,3.0,-115,-105,130,-155,38.5,-3.0
2025_20_BUF_DEN,2026-01-17,20,DEN,BUF,nflverse_pfr,spread,-1.5,-108,-112,-120,100,45.5,1.5
2025_20_SF_SEA,2026-01-17,20,SEA,SF,nflverse_pfr,spread,-6.5,-118,-102,-305,245,44.5,6.5
2025_20_HOU_NE,2026-01-18,20,NE,HOU,nflverse_pfr,spread,-3.0,-122,102,-180,150,40.5,3.0
2025_20_LA_CHI,2026-01-18,20,CHI,LA,nflverse_pfr,spread,3.5,-102,-118,170,-205,49.5,-3.5
2025_21_LA_SEA,2026-01-25,21,SEA,LA,nflverse_pfr,spread,-2.5,-105,-115,-142,120,45.5,2.5
2025_21_NE_DEN,2026-01-25,21,DEN,NE,nflverse_pfr,spread,3.5,-105,-115,170,-205,43.5,-3.5
2025_22_SEA_NE,2026-02-08,22,NE,SEA,nflverse_pfr,spread,4.5,-105,-115,195,-238,45.5,-4.5
