game_pk,game_date,home_team,away_team,home_moneyline,away_moneyline,source
777948,2025-05-12,Houston Astros,Kansas City Royals,-133,105,checkbestodds
777949,2025-05-12,Texas Rangers,Colorado Rockies,-278,196,checkbestodds
777950,2025-05-12,New York Mets,Pittsburgh Pirates,-167,133,checkbestodds
777951,2025-05-12,Detroit Tigers,Boston Red Sox,-102,-127,checkbestodds
777952,2025-05-12,Chicago Cubs,Miami Marlins,-278,204,checkbestodds
777953,2025-05-12,Philadelphia Phillies,St. Louis Cardinals,-192,151,checkbestodds
777959,2025-05-12,Atlanta Braves,Washington Nationals,-189,158,checkbestodds
777960,2025-05-12,Cleveland Guardians,Milwaukee Brewers,-108,-120,checkbestodds
777926,2025-05-13,Seattle Mariners,New York Yankees,121,-152,checkbestodds
777930,2025-05-13,San Francisco Giants,Arizona Diamondbacks,100,-119,checkbestodds
777931,2025-05-13,Houston Astros,Kansas City Royals,-141,111,checkbestodds
777932,2025-05-13,San Diego Padres,Los Angeles Angels,-233,175,checkbestodds
777934,2025-05-13,Texas Rangers,Colorado Rockies,-256,178,checkbestodds
777935,2025-05-13,Toronto Blue Jays,Tampa Bay Rays,-147,117,checkbestodds
777936,2025-05-13,Chicago Cubs,Miami Marlins,-286,208,checkbestodds
777937,2025-05-13,Los Angeles Dodgers,Athletics,-200,161,checkbestodds
777940,2025-05-13,Detroit Tigers,Boston Red Sox,-130,100,checkbestodds
777942,2025-05-13,Atlanta Braves,Washington Nationals,-222,175,checkbestodds
777943,2025-05-13,New York Mets,Pittsburgh Pirates,-250,185,checkbestodds
777944,2025-05-13,Cleveland Guardians,Milwaukee Brewers,-141,107,checkbestodds
777945,2025-05-13,Cincinnati Reds,Chicago White Sox,-227,163,checkbestodds
777914,2025-05-14,San Diego Padres,Los Angeles Angels,-196,153,checkbestodds
777915,2025-05-14,Seattle Mariners,New York Yankees,-108,-120,checkbestodds
777916,2025-05-14,San Francisco Giants,Arizona Diamondbacks,-104,-114,checkbestodds
777917,2025-05-14,Los Angeles Dodgers,Athletics,-303,232,checkbestodds
777918,2025-05-14,Texas Rangers,Colorado Rockies,-238,188,checkbestodds
777919,2025-05-14,New York Mets,Pittsburgh Pirates,-286,220,checkbestodds
777920,2025-05-14,Houston Astros,Kansas City Royals,-127,-102,checkbestodds
777921,2025-05-14,Chicago Cubs,Miami Marlins,-233,166,checkbestodds
777922,2025-05-14,Philadelphia Phillies,St. Louis Cardinals,-189,144,checkbestodds
777923,2025-05-14,Toronto Blue Jays,Tampa Bay Rays,-164,131,checkbestodds
777924,2025-05-14,Baltimore Orioles,Minnesota Twins,-133,110,checkbestodds
777925,2025-05-14,Cleveland Guardians,Milwaukee Brewers,-127,102,checkbestodds
777927,2025-05-14,Detroit Tigers,Boston Red Sox,-250,196,checkbestodds
777928,2025-05-14,Cincinnati Reds,Chicago White Sox,-213,161,checkbestodds
777929,2025-05-14,Atlanta Braves,Washington Nationals,-189,149,checkbestodds
777933,2025-05-14,Philadelphia Phillies,St. Louis Cardinals,-137,114,checkbestodds
777938,2025-05-14,Baltimore Orioles,Minnesota Twins,-133,110,checkbestodds
777909,2025-05-15,Atlanta Braves,Washington Nationals,-217,163,checkbestodds
777910,2025-05-15,Texas Rangers,Houston Astros,-145,111,checkbestodds
777911,2025-05-15,Baltimore Orioles,Minnesota Twins,-137,105,checkbestodds
777912,2025-05-15,Cincinnati Reds,Chicago White Sox,-250,185,checkbestodds
777913,2025-05-15,Toronto Blue Jays,Tampa Bay Rays,-169,135,checkbestodds
777946,2025-05-15,Los Angeles Dodgers,Athletics,-256,205,checkbestodds
777891,2025-05-16,San Francisco Giants,Athletics,-208,163,checkbestodds
777895,2025-05-16,Texas Rangers,Houston Astros,-208,161,checkbestodds
777896,2025-05-16,San Diego Padres,Seattle Mariners,-185,138,checkbestodds
777897,2025-05-16,Arizona Diamondbacks,Colorado Rockies,-370,263,checkbestodds
777898,2025-05-16,Milwaukee Brewers,Minnesota Twins,-105,-120,checkbestodds
777899,2025-05-16,Los Angeles Dodgers,Los Angeles Angels,-345,243,checkbestodds
777900,2025-05-16,Chicago Cubs,Chicago White Sox,-222,166,checkbestodds
777901,2025-05-16,Kansas City Royals,St. Louis Cardinals,-159,120,checkbestodds
777903,2025-05-16,Miami Marlins,Tampa Bay Rays,101,-132,checkbestodds
777904,2025-05-16,New York Yankees,New York Mets,-154,123,checkbestodds
777905,2025-05-16,Philadelphia Phillies,Pittsburgh Pirates,-256,181,checkbestodds
777906,2025-05-16,Toronto Blue Jays,Detroit Tigers,-108,-118,checkbestodds
777907,2025-05-16,Baltimore Orioles,Washington Nationals,-122,104,checkbestodds
777908,2025-05-16,Boston Red Sox,Atlanta Braves,-119,-106,checkbestodds
777875,2025-05-17,San Diego Padres,Seattle Mariners,-204,153,checkbestodds
777879,2025-05-17,San Francisco Giants,Athletics,-156,131,checkbestodds
777881,2025-05-17,Chicago Cubs,Chicago White Sox,-333,226,checkbestodds
777882,2025-05-17,Texas Rangers,Houston Astros,-122,-102,checkbestodds
777883,2025-05-17,Milwaukee Brewers,Minnesota Twins,-104,-125,checkbestodds
777884,2025-05-17,Los Angeles Dodgers,Los Angeles Angels,-238,188,checkbestodds
777885,2025-05-17,Kansas City Royals,St. Louis Cardinals,-120,-103,checkbestodds
777886,2025-05-17,Toronto Blue Jays,Detroit Tigers,112,-139,checkbestodds
777887,2025-05-17,Arizona Diamondbacks,Colorado Rockies,-400,263,checkbestodds
777888,2025-05-17,New York Yankees,New York Mets,-135,106,checkbestodds
777889,2025-05-17,Miami Marlins,Tampa Bay Rays,116,-149,checkbestodds
777890,2025-05-17,Baltimore Orioles,Washington Nationals,-156,121,checkbestodds
777892,2025-05-17,Cincinnati Reds,Cleveland Guardians,-108,-120,checkbestodds
777893,2025-05-17,Boston Red Sox,Atlanta Braves,-123,100,checkbestodds
777894,2025-05-17,Philadelphia Phillies,Pittsburgh Pirates,-312,256,checkbestodds
777864,2025-05-18,Kansas City Royals,St. Louis Cardinals,-103,-123,checkbestodds
777865,2025-05-18,Milwaukee Brewers,Minnesota Twins,-147,114,checkbestodds
777866,2025-05-18,Los Angeles Dodgers,Los Angeles Angels,-244,175,checkbestodds
777867,2025-05-18,San Francisco Giants,Athletics,-154,125,checkbestodds
777868,2025-05-18,San Diego Padres,Seattle Mariners,-145,117,checkbestodds
777869,2025-05-18,Texas Rangers,Houston Astros,-111,-116,checkbestodds
777870,2025-05-18,Arizona Diamondbacks,Colorado Rockies,-333,232,checkbestodds
777871,2025-05-18,Toronto Blue Jays,Detroit Tigers,-130,102,checkbestodds
777872,2025-05-18,Chicago Cubs,Chicago White Sox,-270,208,checkbestodds
777873,2025-05-18,Baltimore Orioles,Washington Nationals,-200,147,checkbestodds
777874,2025-05-18,Cincinnati Reds,Cleveland Guardians,-143,108,checkbestodds
777876,2025-05-18,Boston Red Sox,Atlanta Braves,101,-125,checkbestodds
777877,2025-05-18,Miami Marlins,Tampa Bay Rays,131,-164,checkbestodds
777878,2025-05-18,New York Yankees,New York Mets,-169,141,checkbestodds
777880,2025-05-18,Philadelphia Phillies,Pittsburgh Pirates,-108,-115,checkbestodds
777852,2025-05-19,Colorado Rockies,Philadelphia Phillies,178,-250,checkbestodds
777853,2025-05-19,Athletics,Los Angeles Angels,-143,118,checkbestodds
777854,2025-05-19,Los Angeles Dodgers,Arizona Diamondbacks,-167,128,checkbestodds
777855,2025-05-19,San Francisco Giants,Kansas City Royals,-143,114,checkbestodds
777856,2025-05-19,Boston Red Sox,New York Mets,114,-123,checkbestodds
777857,2025-05-19,Chicago White Sox,Seattle Mariners,144,-196,checkbestodds
777858,2025-05-19,Tampa Bay Rays,Houston Astros,-143,114,checkbestodds
777859,2025-05-19,Pittsburgh Pirates,Cincinnati Reds,-106,-122,checkbestodds
777860,2025-05-19,Milwaukee Brewers,Baltimore Orioles,-119,-104,checkbestodds
777861,2025-05-19,Minnesota Twins,Cleveland Guardians,-154,127,checkbestodds
777862,2025-05-19,St. Louis Cardinals,Detroit Tigers,-179,136,checkbestodds
777863,2025-05-19,Miami Marlins,Chicago Cubs,129,-172,checkbestodds
777836,2025-05-20,San Francisco Giants,Kansas City Royals,-141,107,checkbestodds
777838,2025-05-20,Los Angeles Dodgers,Arizona Diamondbacks,-233,181,checkbestodds
777840,2025-05-20,St. Louis Cardinals,Detroit Tigers,142,-179,checkbestodds
777841,2025-05-20,Washington Nationals,Atlanta Braves,129,-172,checkbestodds
777842,2025-05-20,Colorado Rockies,Philadelphia Phillies,204,-278,checkbestodds
777843,2025-05-20,Athletics,Los Angeles Angels,-167,149,checkbestodds
777844,2025-05-20,Milwaukee Brewers,Baltimore Orioles,-128,-102,checkbestodds
777845,2025-05-20,Toronto Blue Jays,San Diego Padres,-116,-115,checkbestodds
777846,2025-05-20,Chicago White Sox,Seattle Mariners,135,-175,checkbestodds
777847,2025-05-20,Pittsburgh Pirates,Cincinnati Reds,124,-147,checkbestodds
777848,2025-05-20,Tampa Bay Rays,Houston Astros,-141,113,checkbestodds
777849,2025-05-20,New York Yankees,Texas Rangers,-227,178,checkbestodds
777850,2025-05-20,Miami Marlins,Chicago Cubs,119,-152,checkbestodds
777851,2025-05-20,Boston Red Sox,New York Mets,108,-139,checkbestodds
777819,2025-05-21,San Francisco Giants,Kansas City Royals,-227,178,checkbestodds
777823,2025-05-21,Colorado Rockies,Philadelphia Phillies,153,-192,checkbestodds
777824,2025-05-21,Los Angeles Dodgers,Arizona Diamondbacks,-156,121,checkbestodds
777826,2025-05-21,Milwaukee Brewers,Baltimore Orioles,-114,-111,checkbestodds
777827,2025-05-21,St. Louis Cardinals,Detroit Tigers,-122,-106,checkbestodds
777828,2025-05-21,Athletics,Los Angeles Angels,-154,125,checkbestodds
777830,2025-05-21,Chicago White Sox,Seattle Mariners,117,-147,checkbestodds
777831,2025-05-21,Boston Red Sox,New York Mets,-159,120,checkbestodds
777832,2025-05-21,Tampa Bay Rays,Houston Astros,135,-169,checkbestodds
777833,2025-05-21,Miami Marlins,Chicago Cubs,120,-149,checkbestodds
777834,2025-05-21,Pittsburgh Pirates,Cincinnati Reds,105,-133,checkbestodds
777835,2025-05-21,New York Yankees,Texas Rangers,-118,-108,checkbestodds
777837,2025-05-21,Toronto Blue Jays,San Diego Padres,-172,136,checkbestodds
777812,2025-05-22,Athletics,Los Angeles Angels,-139,112,checkbestodds
777814,2025-05-22,Pittsburgh Pirates,Milwaukee Brewers,-108,-120,checkbestodds
777816,2025-05-22,Toronto Blue Jays,San Diego Padres,-104,-122,checkbestodds
777817,2025-05-22,Colorado Rockies,Philadelphia Phillies,208,-303,checkbestodds
777818,2025-05-22,New York Yankees,Texas Rangers,-159,134,checkbestodds
777820,2025-05-22,Washington Nationals,Atlanta Braves,126,-161,checkbestodds
777821,2025-05-22,Detroit Tigers,Cleveland Guardians,-133,-101,checkbestodds
777822,2025-05-22,Houston Astros,Seattle Mariners,105,-133,checkbestodds
777797,2025-05-23,St. Louis Cardinals,Arizona Diamondbacks,-108,-116,checkbestodds
777798,2025-05-23,Los Angeles Angels,Miami Marlins,-172,129,checkbestodds
777799,2025-05-23,Minnesota Twins,Kansas City Royals,-208,153,checkbestodds
777800,2025-05-23,Houston Astros,Seattle Mariners,-123,100,checkbestodds
777801,2025-05-23,Washington Nationals,San Francisco Giants,-119,-104,checkbestodds
777802,2025-05-23,Colorado Rockies,New York Yankees,212,-312,checkbestodds
777804,2025-05-23,Athletics,Philadelphia Phillies,172,-217,checkbestodds
777805,2025-05-23,Chicago White Sox,Texas Rangers,144,-196,checkbestodds
777806,2025-05-23,Pittsburgh Pirates,Milwaukee Brewers,-130,102,checkbestodds
777807,2025-05-23,Detroit Tigers,Cleveland Guardians,-114,-115,checkbestodds
777808,2025-05-23,New York Mets,Los Angeles Dodgers,-122,-102,checkbestodds
777810,2025-05-23,Tampa Bay Rays,Toronto Blue Jays,-139,125,checkbestodds
777811,2025-05-23,Cincinnati Reds,Chicago Cubs,-105,-120,checkbestodds
777813,2025-05-23,Atlanta Braves,San Diego Padres,-189,140,checkbestodds
777815,2025-05-23,Boston Red Sox,Baltimore Orioles,-118,-108,checkbestodds
777781,2025-05-24,Los Angeles Angels,Miami Marlins,-213,178,checkbestodds
777782,2025-05-24,Colorado Rockies,New York Yankees,243,-323,checkbestodds
777784,2025-05-24,Athletics,Philadelphia Phillies,131,-169,checkbestodds
777786,2025-05-24,St. Louis Cardinals,Arizona Diamondbacks,-128,104,checkbestodds
777787,2025-05-24,Houston Astros,Seattle Mariners,-110,-118,checkbestodds
777788,2025-05-24,Minnesota Twins,Kansas City Royals,-127,-101,checkbestodds
777789,2025-05-24,New York Mets,Los Angeles Dodgers,-118,-108,checkbestodds
777790,2025-05-24,Boston Red Sox,Baltimore Orioles,-127,105,checkbestodds
777791,2025-05-24,Cincinnati Reds,Chicago Cubs,-106,-116,checkbestodds
777792,2025-05-24,Chicago White Sox,Texas Rangers,129,-159,checkbestodds
777793,2025-05-24,Washington Nationals,San Francisco Giants,129,-172,checkbestodds
777794,2025-05-24,Pittsburgh Pirates,Milwaukee Brewers,-106,-116,checkbestodds
777795,2025-05-24,Tampa Bay Rays,Toronto Blue Jays,-112,-110,checkbestodds
777796,2025-05-24,Detroit Tigers,Cleveland Guardians,-145,120,checkbestodds
777803,2025-05-24,Atlanta Braves,San Diego Padres,-111,129,checkbestodds
777809,2025-05-24,Boston Red Sox,Baltimore Orioles,-112,-115,checkbestodds
777765,2025-05-25,Athletics,Philadelphia Phillies,166,-204,checkbestodds
777766,2025-05-25,St. Louis Cardinals,Arizona Diamondbacks,-130,102,checkbestodds
777767,2025-05-25,Los Angeles Angels,Miami Marlins,-112,-110,checkbestodds
777768,2025-05-25,Colorado Rockies,New York Yankees,222,-303,checkbestodds
777772,2025-05-25,Minnesota Twins,Kansas City Royals,-120,-108,checkbestodds
777773,2025-05-25,New York Mets,Los Angeles Dodgers,-118,-108,checkbestodds
777774,2025-05-25,Houston Astros,Seattle Mariners,113,-145,checkbestodds
777775,2025-05-25,Tampa Bay Rays,Toronto Blue Jays,-114,-111,checkbestodds
777776,2025-05-25,Pittsburgh Pirates,Milwaukee Brewers,129,-172,checkbestodds
777777,2025-05-25,Chicago White Sox,Texas Rangers,-104,-119,checkbestodds
777778,2025-05-25,Washington Nationals,San Francisco Giants,113,-145,checkbestodds
777779,2025-05-25,Cincinnati Reds,Chicago Cubs,109,-137,checkbestodds
777780,2025-05-25,Detroit Tigers,Cleveland Guardians,-323,252,checkbestodds
777783,2025-05-25,Atlanta Braves,San Diego Padres,-156,121,checkbestodds
777785,2025-05-25,Boston Red Sox,Baltimore Orioles,-137,107,checkbestodds
777756,2025-05-26,San Diego Padres,Miami Marlins,-159,123,checkbestodds
777757,2025-05-26,Chicago Cubs,Colorado Rockies,-323,232,checkbestodds
777758,2025-05-26,New York Mets,Chicago White Sox,-303,208,checkbestodds
777759,2025-05-26,Texas Rangers,Toronto Blue Jays,-139,123,checkbestodds
777760,2025-05-26,Kansas City Royals,Cincinnati Reds,-119,-109,checkbestodds
777761,2025-05-26,Arizona Diamondbacks,Pittsburgh Pirates,-196,149,checkbestodds
777762,2025-05-26,Tampa Bay Rays,Minnesota Twins,-115,-104,checkbestodds
777763,2025-05-26,Los Angeles Angels,New York Yankees,163,-222,checkbestodds
777764,2025-05-26,Milwaukee Brewers,Boston Red Sox,136,-172,checkbestodds
777769,2025-05-26,Cleveland Guardians,Los Angeles Dodgers,151,-192,checkbestodds
777770,2025-05-26,Detroit Tigers,San Francisco Giants,-110,-108,checkbestodds
777771,2025-05-26,Baltimore Orioles,St. Louis Cardinals,-102,-118,checkbestodds
777741,2025-05-27,Texas Rangers,Toronto Blue Jays,-145,117,checkbestodds
777742,2025-05-27,San Diego Padres,Miami Marlins,-175,138,checkbestodds
777743,2025-05-27,Seattle Mariners,Washington Nationals,-182,141,checkbestodds
777744,2025-05-27,Arizona Diamondbacks,Pittsburgh Pirates,-294,204,checkbestodds
777745,2025-05-27,Los Angeles Angels,New York Yankees,163,-217,checkbestodds
777746,2025-05-27,Tampa Bay Rays,Minnesota Twins,100,-127,checkbestodds
777747,2025-05-27,Milwaukee Brewers,Boston Red Sox,-114,-114,checkbestodds
777748,2025-05-27,Philadelphia Phillies,Atlanta Braves,-114,-114,checkbestodds
777749,2025-05-27,New York Mets,Chicago White Sox,-312,227,checkbestodds
777750,2025-05-27,Kansas City Royals,Cincinnati Reds,-122,104,checkbestodds
777751,2025-05-27,Chicago Cubs,Colorado Rockies,-345,268,checkbestodds
777752,2025-05-27,Houston Astros,Athletics,-233,188,checkbestodds
777753,2025-05-27,Cleveland Guardians,Los Angeles Dodgers,105,-127,checkbestodds
777754,2025-05-27,Baltimore Orioles,St. Louis Cardinals,102,-127,checkbestodds
777755,2025-05-27,Detroit Tigers,San Francisco Giants,-103,-123,checkbestodds
777724,2025-05-28,Texas Rangers,Toronto Blue Jays,-135,106,checkbestodds
777726,2025-05-28,San Diego Padres,Miami Marlins,-159,128,checkbestodds
777728,2025-05-28,Los Angeles Angels,New York Yankees,135,-169,checkbestodds
777729,2025-05-28,Arizona Diamondbacks,Pittsburgh Pirates,-137,112,checkbestodds
777730,2025-05-28,Seattle Mariners,Washington Nationals,-238,188,checkbestodds
777731,2025-05-28,Chicago Cubs,Colorado Rockies,-357,277,checkbestodds
777732,2025-05-28,Tampa Bay Rays,Minnesota Twins,-133,102,checkbestodds
777733,2025-05-28,Kansas City Royals,Cincinnati Reds,-103,-120,checkbestodds
777734,2025-05-28,Houston Astros,Athletics,-145,120,checkbestodds
777736,2025-05-28,Milwaukee Brewers,Boston Red Sox,-159,131,checkbestodds
777737,2025-05-28,New York Mets,Chicago White Sox,-312,227,checkbestodds
777738,2025-05-28,Detroit Tigers,San Francisco Giants,-116,-111,checkbestodds
777739,2025-05-28,Cleveland Guardians,Los Angeles Dodgers,144,-175,checkbestodds
777740,2025-05-28,Baltimore Orioles,St. Louis Cardinals,-119,-109,checkbestodds
777722,2025-05-29,Seattle Mariners,Washington Nationals,-122,-105,checkbestodds
777723,2025-05-29,Philadelphia Phillies,Atlanta Braves,103,-118,checkbestodds
777725,2025-05-29,Houston Astros,Tampa Bay Rays,-119,-106,checkbestodds
777727,2025-05-29,Toronto Blue Jays,Athletics,-167,138,checkbestodds
777735,2025-05-29,Philadelphia Phillies,Atlanta Braves,-156,135,checkbestodds
777707,2025-05-30,San Diego Padres,Pittsburgh Pirates,-192,147,checkbestodds
777708,2025-05-30,Los Angeles Dodgers,New York Yankees,112,-137,checkbestodds
777709,2025-05-30,Texas Rangers,St. Louis Cardinals,105,-132,checkbestodds
777710,2025-05-30,Arizona Diamondbacks,Washington Nationals,-233,181,checkbestodds
777711,2025-05-30,Kansas City Royals,Detroit Tigers,-102,-128,checkbestodds
777712,2025-05-30,Chicago Cubs,Cincinnati Reds,-169,131,checkbestodds
777713,2025-05-30,Seattle Mariners,Minnesota Twins,-161,127,checkbestodds
777714,2025-05-30,Houston Astros,Tampa Bay Rays,-156,125,checkbestodds
777715,2025-05-30,Philadelphia Phillies,Milwaukee Brewers,-127,102,checkbestodds
777716,2025-05-30,Toronto Blue Jays,Athletics,-185,154,checkbestodds
777717,2025-05-30,Miami Marlins,San Francisco Giants,133,-172,checkbestodds
777718,2025-05-30,New York Mets,Colorado Rockies,-312,227,checkbestodds
777719,2025-05-30,Atlanta Braves,Boston Red Sox,-189,140,checkbestodds
777721,2025-05-30,Cleveland Guardians,Los Angeles Angels,-147,120,checkbestodds
777691,2025-05-31,San Diego Padres,Pittsburgh Pirates,-233,191,checkbestodds
777693,2025-05-31,Houston Astros,Tampa Bay Rays,-139,106,checkbestodds
777694,2025-05-31,Kansas City Royals,Detroit Tigers,144,-189,checkbestodds
777695,2025-05-31,Seattle Mariners,Minnesota Twins,-108,-115,checkbestodds
777696,2025-05-31,Arizona Diamondbacks,Washington Nationals,-200,147,checkbestodds
777697,2025-05-31,Texas Rangers,St. Louis Cardinals,121,-152,checkbestodds
777698,2025-05-31,Los Angeles Dodgers,New York Yankees,101,-125,checkbestodds
777699,2025-05-31,Baltimore Orioles,Chicago White Sox,-179,136,checkbestodds
777700,2025-05-31,New York Mets,Colorado Rockies,-345,263,checkbestodds
777701,2025-05-31,Toronto Blue Jays,Athletics,-149,135,checkbestodds
777702,2025-05-31,Philadelphia Phillies,Milwaukee Brewers,-182,144,checkbestodds
777703,2025-05-31,Cleveland Guardians,Los Angeles Angels,-175,146,checkbestodds
777704,2025-05-31,Chicago Cubs,Cincinnati Reds,-179,133,checkbestodds
777705,2025-05-31,Miami Marlins,San Francisco Giants,114,-143,checkbestodds
777706,2025-05-31,Atlanta Braves,Boston Red Sox,-189,149,checkbestodds
777677,2025-06-01,Kansas City Royals,Detroit Tigers,-164,131,checkbestodds
777678,2025-06-01,Texas Rangers,St. Louis Cardinals,-167,133,checkbestodds
777679,2025-06-01,Arizona Diamondbacks,Washington Nationals,-244,188,checkbestodds
777680,2025-06-01,Seattle Mariners,Minnesota Twins,-132,103,checkbestodds
777681,2025-06-01,San Diego Padres,Pittsburgh Pirates,-147,117,checkbestodds
777682,2025-06-01,Los Angeles Dodgers,New York Yankees,-182,140,checkbestodds
777683,2025-06-01,Cleveland Guardians,Los Angeles Angels,-222,163,checkbestodds
777684,2025-06-01,Baltimore Orioles,Chicago White Sox,-145,117,checkbestodds
777685,2025-06-01,Toronto Blue Jays,Athletics,-270,208,checkbestodds
777686,2025-06-01,New York Mets,Colorado Rockies,-417,312,checkbestodds
777687,2025-06-01,Chicago Cubs,Cincinnati Reds,-167,129,checkbestodds
777688,2025-06-01,Philadelphia Phillies,Milwaukee Brewers,-159,123,checkbestodds
777689,2025-06-01,Miami Marlins,San Francisco Giants,-108,-115,checkbestodds
777690,2025-06-01,Houston Astros,Tampa Bay Rays,-172,133,checkbestodds
777692,2025-06-01,Atlanta Braves,Boston Red Sox,-104,-119,checkbestodds
777669,2025-06-02,Athletics,Minnesota Twins,139,-169,checkbestodds
777670,2025-06-02,Boston Red Sox,Los Angeles Angels,-143,114,checkbestodds
777671,2025-06-02,Cincinnati Reds,Milwaukee Brewers,-111,-110,checkbestodds
777673,2025-06-02,Miami Marlins,Colorado Rockies,-222,166,checkbestodds
777674,2025-06-02,Chicago White Sox,Detroit Tigers,200,-270,checkbestodds
777675,2025-06-02,Los Angeles Dodgers,New York Mets,-161,135,checkbestodds
777676,2025-06-02,San Francisco Giants,San Diego Padres,-182,138,checkbestodds
777655,2025-06-03,Seattle Mariners,Baltimore Orioles,-156,119,checkbestodds
777656,2025-06-03,San Francisco Giants,San Diego Padres,-169,128,checkbestodds
777657,2025-06-03,Los Angeles Dodgers,New York Mets,-154,123,checkbestodds
777658,2025-06-03,Athletics,Minnesota Twins,169,-208,checkbestodds
777659,2025-06-03,Washington Nationals,Chicago Cubs,117,-147,checkbestodds
777660,2025-06-03,St. Louis Cardinals,Kansas City Royals,-159,127,checkbestodds
777661,2025-06-03,Chicago White Sox,Detroit Tigers,123,-164,checkbestodds
777662,2025-06-03,Tampa Bay Rays,Texas Rangers,-159,124,checkbestodds
777663,2025-06-03,Pittsburgh Pirates,Houston Astros,-179,136,checkbestodds
777664,2025-06-03,New York Yankees,Cleveland Guardians,-213,172,checkbestodds
777665,2025-06-03,Toronto Blue Jays,Philadelphia Phillies,106,-135,checkbestodds
777666,2025-06-03,Miami Marlins,Colorado Rockies,-182,146,checkbestodds
777667,2025-06-03,Boston Red Sox,Los Angeles Angels,-161,121,checkbestodds
777668,2025-06-03,Cincinnati Reds,Milwaukee Brewers,-133,105,checkbestodds
777672,2025-06-03,Atlanta Braves,Arizona Diamondbacks,-169,128,checkbestodds
777638,2025-06-04,Los Angeles Dodgers,New York Mets,-152,121,checkbestodds
777639,2025-06-04,Chicago White Sox,Detroit Tigers,161,-204,checkbestodds
777641,2025-06-04,San Francisco Giants,San Diego Padres,-109,-116,checkbestodds
777643,2025-06-04,Athletics,Minnesota Twins,142,-179,checkbestodds
777645,2025-06-04,Seattle Mariners,Baltimore Orioles,-111,-114,checkbestodds
777646,2025-06-04,Tampa Bay Rays,Texas Rangers,-132,106,checkbestodds
777647,2025-06-04,Cincinnati Reds,Milwaukee Brewers,-141,107,checkbestodds
777648,2025-06-04,Pittsburgh Pirates,Houston Astros,106,-132,checkbestodds
777649,2025-06-04,Boston Red Sox,Los Angeles Angels,-141,109,checkbestodds
777650,2025-06-04,Washington Nationals,Chicago Cubs,112,-143,checkbestodds
777651,2025-06-04,Toronto Blue Jays,Philadelphia Phillies,-118,-110,checkbestodds
777652,2025-06-04,Miami Marlins,Colorado Rockies,-172,128,checkbestodds
777653,2025-06-04,New York Yankees,Cleveland Guardians,-200,144,checkbestodds
777654,2025-06-04,Atlanta Braves,Arizona Diamondbacks,-185,142,checkbestodds
777628,2025-06-05,Seattle Mariners,Baltimore Orioles,-156,121,checkbestodds
777629,2025-06-05,Tampa Bay Rays,Texas Rangers,-141,108,checkbestodds
777630,2025-06-05,Pittsburgh Pirates,Houston Astros,114,-147,checkbestodds
777631,2025-06-05,Los Angeles Dodgers,New York Mets,-139,106,checkbestodds
777632,2025-06-05,Washington Nationals,Chicago Cubs,121,-152,checkbestodds
777633,2025-06-05,San Francisco Giants,San Diego Padres,-115,-101,checkbestodds
777634,2025-06-05,Chicago White Sox,Detroit Tigers,163,-217,checkbestodds
777635,2025-06-05,St. Louis Cardinals,Kansas City Royals,-120,100,checkbestodds
777636,2025-06-05,Athletics,Minnesota Twins,161,-196,checkbestodds
777637,2025-06-05,Toronto Blue Jays,Philadelphia Phillies,-105,-120,checkbestodds
777640,2025-06-05,Atlanta Braves,Arizona Diamondbacks,-161,121,checkbestodds
777642,2025-06-05,St. Louis Cardinals,Kansas City Royals,-132,101,checkbestodds
777644,2025-06-05,New York Yankees,Cleveland Guardians,-294,226,checkbestodds
777613,2025-06-06,Athletics,Baltimore Orioles,-103,-120,checkbestodds
777614,2025-06-06,Los Angeles Angels,Seattle Mariners,-102,-128,checkbestodds
777615,2025-06-06,Minnesota Twins,Toronto Blue Jays,-132,104,checkbestodds
777616,2025-06-06,Colorado Rockies,New York Mets,204,-294,checkbestodds
777617,2025-06-06,Milwaukee Brewers,San Diego Padres,-154,123,checkbestodds
777618,2025-06-06,Chicago White Sox,Kansas City Royals,107,-141,checkbestodds
777619,2025-06-06,San Francisco Giants,Atlanta Braves,113,-149,checkbestodds
777620,2025-06-06,St. Louis Cardinals,Los Angeles Dodgers,-116,-105,checkbestodds
777621,2025-06-06,Pittsburgh Pirates,Philadelphia Phillies,105,-137,checkbestodds
777622,2025-06-06,Cleveland Guardians,Houston Astros,105,-137,checkbestodds
777623,2025-06-06,Cincinnati Reds,Arizona Diamondbacks,-105,-116,checkbestodds
777624,2025-06-06,Washington Nationals,Texas Rangers,-108,-115,checkbestodds
777625,2025-06-06,Tampa Bay Rays,Miami Marlins,-139,106,checkbestodds
777626,2025-06-06,Detroit Tigers,Chicago Cubs,-200,153,checkbestodds
777627,2025-06-06,New York Yankees,Boston Red Sox,-208,153,checkbestodds
777597,2025-06-07,Milwaukee Brewers,San Diego Padres,-152,119,checkbestodds
777598,2025-06-07,San Francisco Giants,Atlanta Braves,-145,113,checkbestodds
777599,2025-06-07,Athletics,Baltimore Orioles,105,-130,checkbestodds
777600,2025-06-07,Minnesota Twins,Toronto Blue Jays,-118,-105,checkbestodds
777601,2025-06-07,St. Louis Cardinals,Los Angeles Dodgers,153,-196,checkbestodds
777603,2025-06-07,Los Angeles Angels,Seattle Mariners,131,-182,checkbestodds
777604,2025-06-07,Colorado Rockies,New York Mets,222,-286,checkbestodds
777605,2025-06-07,New York Yankees,Boston Red Sox,-115,-112,checkbestodds
