game_pk,game_date,home_team,away_team,home_moneyline,away_moneyline,source
824136,2026-04-01,Kansas City Royals,Minnesota Twins,-106,-113,fantasydata_consensus
824211,2026-04-01,Houston Astros,Boston Red Sox,121,-143,fantasydata_consensus
824536,2026-04-01,Cincinnati Reds,Pittsburgh Pirates,121,-143,fantasydata_consensus
824698,2026-04-01,Chicago Cubs,Los Angeles Angels,-165,139,fantasydata_consensus
824860,2026-04-01,Baltimore Orioles,Texas Rangers,-115,-104,fantasydata_consensus
824940,2026-04-01,Atlanta Braves,Athletics,-225,187,fantasydata_consensus
825106,2026-04-01,Arizona Diamondbacks,Detroit Tigers,128,-152,fantasydata_consensus
823242,2026-04-02,San Francisco Giants,New York Mets,102,-121,fantasydata_consensus
824133,2026-04-02,Kansas City Royals,Minnesota Twins,-153,129,fantasydata_consensus
825105,2026-04-02,Arizona Diamondbacks,Atlanta Braves,-104,-114,fantasydata_consensus
822758,2026-04-03,Washington Nationals,Los Angeles Dodgers,224,-274,fantasydata_consensus
822919,2026-04-03,Texas Rangers,Cincinnati Reds,-170,143,fantasydata_consensus
823240,2026-04-03,San Francisco Giants,New York Mets,110,-130,fantasydata_consensus
823406,2026-04-03,Pittsburgh Pirates,Baltimore Orioles,101,-120,fantasydata_consensus
823568,2026-04-03,New York Yankees,Miami Marlins,-163,137,fantasydata_consensus
823732,2026-04-03,Minnesota Twins,Tampa Bay Rays,-110,-109,fantasydata_consensus
824056,2026-04-03,Los Angeles Angels,Seattle Mariners,132,-157,fantasydata_consensus
824299,2026-04-03,Detroit Tigers,St. Louis Cardinals,-182,152,fantasydata_consensus
824377,2026-04-03,Colorado Rockies,Philadelphia Phillies,162,-197,fantasydata_consensus
824458,2026-04-03,Cleveland Guardians,Chicago Cubs,-103,-116,fantasydata_consensus
824621,2026-04-03,Chicago White Sox,Toronto Blue Jays,166,-200,fantasydata_consensus
824786,2026-04-03,Boston Red Sox,San Diego Padres,-123,103,fantasydata_consensus
825026,2026-04-03,Athletics,Houston Astros,-110,-108,fantasydata_consensus
825103,2026-04-03,Arizona Diamondbacks,Atlanta Braves,-109,-109,fantasydata_consensus
822757,2026-04-04,Washington Nationals,Los Angeles Dodgers,249,-306,fantasydata_consensus
822920,2026-04-04,Texas Rangers,Cincinnati Reds,-144,121,fantasydata_consensus
823239,2026-04-04,San Francisco Giants,New York Mets,-115,-104,fantasydata_consensus
823404,2026-04-04,Pittsburgh Pirates,Baltimore Orioles,-112,-106,fantasydata_consensus
823569,2026-04-04,New York Yankees,Miami Marlins,-200,167,fantasydata_consensus
823730,2026-04-04,Minnesota Twins,Tampa Bay Rays,-105,-112,fantasydata_consensus
824054,2026-04-04,Los Angeles Angels,Seattle Mariners,133,-157,fantasydata_consensus
824132,2026-04-04,Kansas City Royals,Milwaukee Brewers,-105,-114,fantasydata_consensus
824134,2026-04-04,Kansas City Royals,Milwaukee Brewers,-115,-104,fantasydata_consensus
824295,2026-04-04,Detroit Tigers,St. Louis Cardinals,-170,142,fantasydata_consensus
824378,2026-04-04,Colorado Rockies,Philadelphia Phillies,207,-249,fantasydata_consensus
824622,2026-04-04,Chicago White Sox,Toronto Blue Jays,128,-151,fantasydata_consensus
824782,2026-04-04,Boston Red Sox,San Diego Padres,-146,122,fantasydata_consensus
825027,2026-04-04,Athletics,Houston Astros,-113,-105,fantasydata_consensus
825104,2026-04-04,Arizona Diamondbacks,Atlanta Braves,-115,-104,fantasydata_consensus
822756,2026-04-05,Washington Nationals,Los Angeles Dodgers,151,-184,fantasydata_consensus
822917,2026-04-05,Texas Rangers,Cincinnati Reds,-122,103,fantasydata_consensus
823238,2026-04-05,San Francisco Giants,New York Mets,-122,103,fantasydata_consensus
823405,2026-04-05,Pittsburgh Pirates,Baltimore Orioles,-124,104,fantasydata_consensus
823566,2026-04-05,New York Yankees,Miami Marlins,-296,239,fantasydata_consensus
823729,2026-04-05,Minnesota Twins,Tampa Bay Rays,-112,-107,fantasydata_consensus
824053,2026-04-05,Los Angeles Angels,Seattle Mariners,140,-166,fantasydata_consensus
824131,2026-04-05,Kansas City Royals,Milwaukee Brewers,-124,104,fantasydata_consensus
824296,2026-04-05,Detroit Tigers,St. Louis Cardinals,-144,120,fantasydata_consensus
824379,2026-04-05,Colorado Rockies,Philadelphia Phillies,132,-157,fantasydata_consensus
824459,2026-04-05,Cleveland Guardians,Chicago Cubs,111,-131,fantasydata_consensus
824460,2026-04-05,Cleveland Guardians,Chicago Cubs,108,-128,fantasydata_consensus
824620,2026-04-05,Chicago White Sox,Toronto Blue Jays,139,-166,fantasydata_consensus
824781,2026-04-05,Boston Red Sox,San Diego Padres,-154,129,fantasydata_consensus
825025,2026-04-05,Athletics,Houston Astros,112,-132,fantasydata_consensus
825102,2026-04-05,Arizona Diamondbacks,Atlanta Braves,-109,-110,fantasydata_consensus
822755,2026-04-06,Washington Nationals,St. Louis Cardinals,-105,-113,fantasydata_consensus
822832,2026-04-06,Toronto Blue Jays,Los Angeles Dodgers,108,-128,fantasydata_consensus
822918,2026-04-06,Texas Rangers,Seattle Mariners,-117,-101,fantasydata_consensus
823002,2026-04-06,Tampa Bay Rays,Chicago Cubs,-125,105,fantasydata_consensus
823237,2026-04-06,San Francisco Giants,Philadelphia Phillies,100,-119,fantasydata_consensus
823401,2026-04-06,Pittsburgh Pirates,San Diego Padres,-139,117,fantasydata_consensus
823728,2026-04-06,Minnesota Twins,Detroit Tigers,-125,105,fantasydata_consensus
823886,2026-04-06,Miami Marlins,Cincinnati Reds,-137,115,fantasydata_consensus
824052,2026-04-06,Los Angeles Angels,Atlanta Braves,148,-177,fantasydata_consensus
824376,2026-04-06,Colorado Rockies,Houston Astros,126,-151,fantasydata_consensus
824456,2026-04-06,Cleveland Guardians,Kansas City Royals,-119,100,fantasydata_consensus
824619,2026-04-06,Chicago White Sox,Baltimore Orioles,117,-139,fantasydata_consensus
824783,2026-04-06,Boston Red Sox,Milwaukee Brewers,108,-127,fantasydata_consensus
822754,2026-04-07,Washington Nationals,St. Louis Cardinals,-114,-104,fantasydata_consensus
822831,2026-04-07,Toronto Blue Jays,Los Angeles Dodgers,129,-154,fantasydata_consensus
822916,2026-04-07,Texas Rangers,Seattle Mariners,100,-118,fantasydata_consensus
822999,2026-04-07,Tampa Bay Rays,Chicago Cubs,-117,-102,fantasydata_consensus
823235,2026-04-07,San Francisco Giants,Philadelphia Phillies,127,-153,fantasydata_consensus
823402,2026-04-07,Pittsburgh Pirates,San Diego Padres,-146,123,fantasydata_consensus
823567,2026-04-07,New York Yankees,Athletics,-265,215,fantasydata_consensus
823648,2026-04-07,New York Mets,Arizona Diamondbacks,-153,129,fantasydata_consensus
823727,2026-04-07,Minnesota Twins,Detroit Tigers,139,-166,fantasydata_consensus
823887,2026-04-07,Miami Marlins,Cincinnati Reds,-138,116,fantasydata_consensus
824051,2026-04-07,Los Angeles Angels,Atlanta Braves,110,-131,fantasydata_consensus
824375,2026-04-07,Colorado Rockies,Houston Astros,142,-170,fantasydata_consensus
824457,2026-04-07,Cleveland Guardians,Kansas City Royals,-120,101,fantasydata_consensus
824618,2026-04-07,Chicago White Sox,Baltimore Orioles,123,-147,fantasydata_consensus
824780,2026-04-07,Boston Red Sox,Milwaukee Brewers,-161,136,fantasydata_consensus
822753,2026-04-08,Washington Nationals,St. Louis Cardinals,103,-123,fantasydata_consensus
822833,2026-04-08,Toronto Blue Jays,Los Angeles Dodgers,132,-158,fantasydata_consensus
822915,2026-04-08,Texas Rangers,Seattle Mariners,100,-119,fantasydata_consensus
823000,2026-04-08,Tampa Bay Rays,Chicago Cubs,-115,-102,fantasydata_consensus
823234,2026-04-08,San Francisco Giants,Philadelphia Phillies,113,-134,fantasydata_consensus
823403,2026-04-08,Pittsburgh Pirates,San Diego Padres,108,-128,fantasydata_consensus
823564,2026-04-08,New York Yankees,Athletics,-202,168,fantasydata_consensus
823646,2026-04-08,New York Mets,Arizona Diamondbacks,-132,112,fantasydata_consensus
823726,2026-04-08,Minnesota Twins,Detroit Tigers,128,-151,fantasydata_consensus
823885,2026-04-08,Miami Marlins,Cincinnati Reds,-128,108,fantasydata_consensus
824050,2026-04-08,Los Angeles Angels,Atlanta Braves,107,-128,fantasydata_consensus
824374,2026-04-08,Colorado Rockies,Houston Astros,120,-143,fantasydata_consensus
824455,2026-04-08,Cleveland Guardians,Kansas City Royals,113,-134,fantasydata_consensus
824617,2026-04-08,Chicago White Sox,Baltimore Orioles,127,-151,fantasydata_consensus
824779,2026-04-08,Boston Red Sox,Milwaukee Brewers,-139,117,fantasydata_consensus
823319,2026-04-09,San Diego Padres,Colorado Rockies,-184,154,fantasydata_consensus
823565,2026-04-09,New York Yankees,Athletics,-199,165,fantasydata_consensus
823645,2026-04-09,New York Mets,Arizona Diamondbacks,-182,152,fantasydata_consensus
823724,2026-04-09,Minnesota Twins,Detroit Tigers,116,-136,fantasydata_consensus
823884,2026-04-09,Miami Marlins,Cincinnati Reds,-122,103,fantasydata_consensus
824130,2026-04-09,Kansas City Royals,Chicago White Sox,-180,150,fantasydata_consensus
822829,2026-04-10,Toronto Blue Jays,Minnesota Twins,-152,128,fantasydata_consensus
822997,2026-04-10,Tampa Bay Rays,New York Yankees,-101,-117,fantasydata_consensus
823076,2026-04-10,St. Louis Cardinals,Boston Red Sox,118,-140,fantasydata_consensus
823156,2026-04-10,Seattle Mariners,Houston Astros,-133,114,fantasydata_consensus
823318,2026-04-10,San Diego Padres,Colorado Rockies,-178,149,fantasydata_consensus
823482,2026-04-10,Philadelphia Phillies,Arizona Diamondbacks,-179,149,fantasydata_consensus
823643,2026-04-10,New York Mets,Athletics,-146,123,fantasydata_consensus
823808,2026-04-10,Milwaukee Brewers,Washington Nationals,-209,174,fantasydata_consensus
823968,2026-04-10,Los Angeles Dodgers,Texas Rangers,-228,186,fantasydata_consensus
824128,2026-04-10,Kansas City Royals,Chicago White Sox,-185,155,fantasydata_consensus
824297,2026-04-10,Detroit Tigers,Miami Marlins,-135,114,fantasydata_consensus
824534,2026-04-10,Cincinnati Reds,Los Angeles Angels,-176,148,fantasydata_consensus
824695,2026-04-10,Chicago Cubs,Pittsburgh Pirates,-154,130,fantasydata_consensus
824858,2026-04-10,Baltimore Orioles,San Francisco Giants,-123,104,fantasydata_consensus
824941,2026-04-10,Atlanta Braves,Cleveland Guardians,-138,117,fantasydata_consensus
822830,2026-04-11,Toronto Blue Jays,Minnesota Twins,-122,103,fantasydata_consensus
822996,2026-04-11,Tampa Bay Rays,New York Yankees,150,-179,fantasydata_consensus
823074,2026-04-11,St. Louis Cardinals,Boston Red Sox,118,-141,fantasydata_consensus
823155,2026-04-11,Seattle Mariners,Houston Astros,-154,130,fantasydata_consensus
823316,2026-04-11,San Diego Padres,Colorado Rockies,-169,142,fantasydata_consensus
823480,2026-04-11,Philadelphia Phillies,Arizona Diamondbacks,-128,108,fantasydata_consensus
823644,2026-04-11,New York Mets,Athletics,-166,140,fantasydata_consensus
823805,2026-04-11,Milwaukee Brewers,Washington Nationals,-179,151,fantasydata_consensus
823967,2026-04-11,Los Angeles Dodgers,Texas Rangers,-190,157,fantasydata_consensus
824129,2026-04-11,Kansas City Royals,Chicago White Sox,-194,160,fantasydata_consensus
824294,2026-04-11,Detroit Tigers,Miami Marlins,-140,119,fantasydata_consensus
824535,2026-04-11,Cincinnati Reds,Los Angeles Angels,-130,109,fantasydata_consensus
824697,2026-04-11,Chicago Cubs,Pittsburgh Pirates,-146,123,fantasydata_consensus
824857,2026-04-11,Baltimore Orioles,San Francisco Giants,102,-121,fantasydata_consensus
824939,2026-04-11,Atlanta Braves,Cleveland Guardians,-117,-101,fantasydata_consensus
822828,2026-04-12,Toronto Blue Jays,Minnesota Twins,-139,117,fantasydata_consensus
822998,2026-04-12,Tampa Bay Rays,New York Yankees,120,-141,fantasydata_consensus
823075,2026-04-12,St. Louis Cardinals,Boston Red Sox,100,-119,fantasydata_consensus
823154,2026-04-12,Seattle Mariners,Houston Astros,-184,153,fantasydata_consensus
823317,2026-04-12,San Diego Padres,Colorado Rockies,-228,190,fantasydata_consensus
823479,2026-04-12,Philadelphia Phillies,Arizona Diamondbacks,-139,117,fantasydata_consensus
823642,2026-04-12,New York Mets,Athletics,-163,138,fantasydata_consensus
823804,2026-04-12,Milwaukee Brewers,Washington Nationals,-215,180,fantasydata_consensus
823966,2026-04-12,Los Angeles Dodgers,Texas Rangers,-129,109,fantasydata_consensus
824126,2026-04-12,Kansas City Royals,Chicago White Sox,-183,152,fantasydata_consensus
824293,2026-04-12,Detroit Tigers,Miami Marlins,-179,150,fantasydata_consensus
824533,2026-04-12,Cincinnati Reds,Los Angeles Angels,-108,-111,fantasydata_consensus
824696,2026-04-12,Chicago Cubs,Pittsburgh Pirates,-131,111,fantasydata_consensus
824859,2026-04-12,Baltimore Orioles,San Francisco Giants,-127,108,fantasydata_consensus
824938,2026-04-12,Atlanta Braves,Cleveland Guardians,-194,163,fantasydata_consensus
823073,2026-04-13,St. Louis Cardinals,Cleveland Guardians,101,-119,fantasydata_consensus
823153,2026-04-13,Seattle Mariners,Houston Astros,-174,146,fantasydata_consensus
823400,2026-04-13,Pittsburgh Pirates,Washington Nationals,-222,185,fantasydata_consensus
823481,2026-04-13,Philadelphia Phillies,Chicago Cubs,-179,149,fantasydata_consensus
823563,2026-04-13,New York Yankees,Los Angeles Angels,-182,152,fantasydata_consensus
823725,2026-04-13,Minnesota Twins,Boston Red Sox,137,-163,fantasydata_consensus
823964,2026-04-13,Los Angeles Dodgers,New York Mets,-164,138,fantasydata_consensus
824856,2026-04-13,Baltimore Orioles,Arizona Diamondbacks,-132,111,fantasydata_consensus
824937,2026-04-13,Atlanta Braves,Miami Marlins,-150,127,fantasydata_consensus
825024,2026-04-13,Athletics,Texas Rangers,107,-127,fantasydata_consensus
823072,2026-04-14,St. Louis Cardinals,Cleveland Guardians,108,-129,fantasydata_consensus
823315,2026-04-14,San Diego Padres,Seattle Mariners,101,-119,fantasydata_consensus
823398,2026-04-14,Pittsburgh Pirates,Washington Nationals,-184,153,fantasydata_consensus
823478,2026-04-14,Philadelphia Phillies,Chicago Cubs,-143,120,fantasydata_consensus
823562,2026-04-14,New York Yankees,Los Angeles Angels,-175,146,fantasydata_consensus
823723,2026-04-14,Minnesota Twins,Boston Red Sox,118,-141,fantasydata_consensus
823802,2026-04-14,Milwaukee Brewers,Toronto Blue Jays,-122,103,fantasydata_consensus
823965,2026-04-14,Los Angeles Dodgers,New York Mets,-197,165,fantasydata_consensus
824210,2026-04-14,Houston Astros,Colorado Rockies,-172,144,fantasydata_consensus
824292,2026-04-14,Detroit Tigers,Kansas City Royals,-121,101,fantasydata_consensus
824531,2026-04-14,Cincinnati Reds,San Francisco Giants,-111,-108,fantasydata_consensus
824616,2026-04-14,Chicago White Sox,Tampa Bay Rays,113,-134,fantasydata_consensus
824853,2026-04-14,Baltimore Orioles,Arizona Diamondbacks,-169,141,fantasydata_consensus
824935,2026-04-14,Atlanta Braves,Miami Marlins,-162,138,fantasydata_consensus
825022,2026-04-14,Athletics,Texas Rangers,108,-128,fantasydata_consensus
823071,2026-04-15,St. Louis Cardinals,Cleveland Guardians,-112,-107,fantasydata_consensus
823314,2026-04-15,San Diego Padres,Seattle Mariners,-108,-110,fantasydata_consensus
823399,2026-04-15,Pittsburgh Pirates,Washington Nationals,-180,150,fantasydata_consensus
823477,2026-04-15,Philadelphia Phillies,Chicago Cubs,-141,119,fantasydata_consensus
823561,2026-04-15,New York Yankees,Los Angeles Angels,-193,160,fantasydata_consensus
823722,2026-04-15,Minnesota Twins,Boston Red Sox,109,-130,fantasydata_consensus
823803,2026-04-15,Milwaukee Brewers,Toronto Blue Jays,103,-122,fantasydata_consensus
823963,2026-04-15,Los Angeles Dodgers,New York Mets,-195,162,fantasydata_consensus
824209,2026-04-15,Houston Astros,Colorado Rockies,-192,159,fantasydata_consensus
824291,2026-04-15,Detroit Tigers,Kansas City Royals,-129,109,fantasydata_consensus
824532,2026-04-15,Cincinnati Reds,San Francisco Giants,-106,-112,fantasydata_consensus
824615,2026-04-15,Chicago White Sox,Tampa Bay Rays,-107,-112,fantasydata_consensus
824855,2026-04-15,Baltimore Orioles,Arizona Diamondbacks,-134,114,fantasydata_consensus
824936,2026-04-15,Atlanta Braves,Miami Marlins,-162,137,fantasydata_consensus
825021,2026-04-15,Athletics,Texas Rangers,-119,100,fantasydata_consensus
823313,2026-04-16,San Diego Padres,Seattle Mariners,101,-121,fantasydata_consensus
823396,2026-04-16,Pittsburgh Pirates,Washington Nationals,-162,136,fantasydata_consensus
823560,2026-04-16,New York Yankees,Los Angeles Angels,-306,248,fantasydata_consensus
823801,2026-04-16,Milwaukee Brewers,Toronto Blue Jays,-114,-104,fantasydata_consensus
824208,2026-04-16,Houston Astros,Colorado Rockies,-167,141,fantasydata_consensus
824289,2026-04-16,Detroit Tigers,Kansas City Royals,103,-123,fantasydata_consensus
824453,2026-04-16,Cleveland Guardians,Baltimore Orioles,-133,112,fantasydata_consensus
824530,2026-04-16,Cincinnati Reds,San Francisco Giants,-122,104,fantasydata_consensus
824614,2026-04-16,Chicago White Sox,Tampa Bay Rays,110,-130,fantasydata_consensus
825023,2026-04-16,Athletics,Texas Rangers,-107,-112,fantasydata_consensus
822752,2026-04-17,Washington Nationals,San Francisco Giants,127,-151,fantasydata_consensus
823152,2026-04-17,Seattle Mariners,Texas Rangers,-132,111,fantasydata_consensus
823397,2026-04-17,Pittsburgh Pirates,Tampa Bay Rays,-126,107,fantasydata_consensus
823476,2026-04-17,Philadelphia Phillies,Atlanta Braves,-103,-115,fantasydata_consensus
823559,2026-04-17,New York Yankees,Kansas City Royals,-178,149,fantasydata_consensus
823720,2026-04-17,Minnesota Twins,Cincinnati Reds,-163,138,fantasydata_consensus
823883,2026-04-17,Miami Marlins,Milwaukee Brewers,-114,-104,fantasydata_consensus
824048,2026-04-17,Los Angeles Angels,San Diego Padres,-131,110,fantasydata_consensus
824207,2026-04-17,Houston Astros,St. Louis Cardinals,-128,107,fantasydata_consensus
824373,2026-04-17,Colorado Rockies,Los Angeles Dodgers,260,-319,fantasydata_consensus
824454,2026-04-17,Cleveland Guardians,Baltimore Orioles,-136,116,fantasydata_consensus
824693,2026-04-17,Chicago Cubs,New York Mets,-157,133,fantasydata_consensus
824778,2026-04-17,Boston Red Sox,Detroit Tigers,-129,110,fantasydata_consensus
825019,2026-04-17,Athletics,Chicago White Sox,-160,136,fantasydata_consensus
825101,2026-04-17,Arizona Diamondbacks,Toronto Blue Jays,-138,117,fantasydata_consensus
822751,2026-04-18,Washington Nationals,San Francisco Giants,-108,-111,fantasydata_consensus
823151,2026-04-18,Seattle Mariners,Texas Rangers,-138,117,fantasydata_consensus
823394,2026-04-18,Pittsburgh Pirates,Tampa Bay Rays,-152,128,fantasydata_consensus
823474,2026-04-18,Philadelphia Phillies,Atlanta Braves,-119,100,fantasydata_consensus
823558,2026-04-18,New York Yankees,Kansas City Royals,-166,140,fantasydata_consensus
823721,2026-04-18,Minnesota Twins,Cincinnati Reds,-130,110,fantasydata_consensus
823882,2026-04-18,Miami Marlins,Milwaukee Brewers,-117,-102,fantasydata_consensus
824049,2026-04-18,Los Angeles Angels,San Diego Padres,-105,-113,fantasydata_consensus
824206,2026-04-18,Houston Astros,St. Louis Cardinals,-145,121,fantasydata_consensus
824372,2026-04-18,Colorado Rockies,Los Angeles Dodgers,235,-288,fantasydata_consensus
824451,2026-04-18,Cleveland Guardians,Baltimore Orioles,-139,118,fantasydata_consensus
824694,2026-04-18,Chicago Cubs,New York Mets,-115,-103,fantasydata_consensus
824775,2026-04-18,Boston Red Sox,Detroit Tigers,127,-151,fantasydata_consensus
825020,2026-04-18,Athletics,Chicago White Sox,-164,137,fantasydata_consensus
825098,2026-04-18,Arizona Diamondbacks,Toronto Blue Jays,-151,128,fantasydata_consensus
822750,2026-04-19,Washington Nationals,San Francisco Giants,119,-141,fantasydata_consensus
823150,2026-04-19,Seattle Mariners,Texas Rangers,-143,121,fantasydata_consensus
823393,2026-04-19,Pittsburgh Pirates,Tampa Bay Rays,-107,-112,fantasydata_consensus
823475,2026-04-19,Philadelphia Phillies,Atlanta Braves,-104,-113,fantasydata_consensus
823556,2026-04-19,New York Yankees,Kansas City Royals,-157,132,fantasydata_consensus
823718,2026-04-19,Minnesota Twins,Cincinnati Reds,-117,-102,fantasydata_consensus
823881,2026-04-19,Miami Marlins,Milwaukee Brewers,-112,-106,fantasydata_consensus
824047,2026-04-19,Los Angeles Angels,San Diego Padres,126,-149,fantasydata_consensus
824205,2026-04-19,Houston Astros,St. Louis Cardinals,-140,119,fantasydata_consensus
824371,2026-04-19,Colorado Rockies,Los Angeles Dodgers,181,-217,fantasydata_consensus
824452,2026-04-19,Cleveland Guardians,Baltimore Orioles,-121,102,fantasydata_consensus
824691,2026-04-19,Chicago Cubs,New York Mets,-139,117,fantasydata_consensus
824777,2026-04-19,Boston Red Sox,Detroit Tigers,-142,120,fantasydata_consensus
825018,2026-04-19,Athletics,Chicago White Sox,-158,133,fantasydata_consensus
825100,2026-04-19,Arizona Diamondbacks,Toronto Blue Jays,-102,-117,fantasydata_consensus
822749,2026-04-20,Washington Nationals,Atlanta Braves,133,-158,fantasydata_consensus
822994,2026-04-20,Tampa Bay Rays,Cincinnati Reds,-123,105,fantasydata_consensus
823149,2026-04-20,Seattle Mariners,Athletics,-143,121,fantasydata_consensus
823879,2026-04-20,Miami Marlins,St. Louis Cardinals,-139,117,fantasydata_consensus
824046,2026-04-20,Los Angeles Angels,Toronto Blue Jays,-103,-116,fantasydata_consensus
824125,2026-04-20,Kansas City Royals,Baltimore Orioles,-104,-116,fantasydata_consensus
824370,2026-04-20,Colorado Rockies,Los Angeles Dodgers,179,-214,fantasydata_consensus
824450,2026-04-20,Cleveland Guardians,Houston Astros,-134,113,fantasydata_consensus
824692,2026-04-20,Chicago Cubs,Philadelphia Phillies,-113,-105,fantasydata_consensus
824776,2026-04-20,Boston Red Sox,Detroit Tigers,-138,116,fantasydata_consensus
822747,2026-04-21,Washington Nationals,Atlanta Braves,131,-155,fantasydata_consensus
822914,2026-04-21,Texas Rangers,Pittsburgh Pirates,-118,100,fantasydata_consensus
822995,2026-04-21,Tampa Bay Rays,Cincinnati Reds,-104,-113,fantasydata_consensus
823148,2026-04-21,Seattle Mariners,Athletics,-159,134,fantasydata_consensus
823236,2026-04-21,San Francisco Giants,Los Angeles Dodgers,150,-178,fantasydata_consensus
823640,2026-04-21,New York Mets,Minnesota Twins,-163,137,fantasydata_consensus
823880,2026-04-21,Miami Marlins,St. Louis Cardinals,-118,100,fantasydata_consensus
824045,2026-04-21,Los Angeles Angels,Toronto Blue Jays,-113,-105,fantasydata_consensus
824127,2026-04-21,Kansas City Royals,Baltimore Orioles,-127,107,fantasydata_consensus
824290,2026-04-21,Detroit Tigers,Milwaukee Brewers,-113,-106,fantasydata_consensus
824369,2026-04-21,Colorado Rockies,San Diego Padres,127,-150,fantasydata_consensus
824448,2026-04-21,Cleveland Guardians,Houston Astros,-152,129,fantasydata_consensus
824690,2026-04-21,Chicago Cubs,Philadelphia Phillies,-130,110,fantasydata_consensus
824773,2026-04-21,Boston Red Sox,New York Yankees,-126,107,fantasydata_consensus
825099,2026-04-21,Arizona Diamondbacks,Chicago White Sox,-146,123,fantasydata_consensus
822748,2026-04-22,Washington Nationals,Atlanta Braves,136,-160,fantasydata_consensus
822913,2026-04-22,Texas Rangers,Pittsburgh Pirates,-104,-114,fantasydata_consensus
822993,2026-04-22,Tampa Bay Rays,Cincinnati Reds,-141,118,fantasydata_consensus
823147,2026-04-22,Seattle Mariners,Athletics,-182,152,fantasydata_consensus
823231,2026-04-22,San Francisco Giants,Los Angeles Dodgers,172,-206,fantasydata_consensus
823641,2026-04-22,New York Mets,Minnesota Twins,-162,137,fantasydata_consensus
823878,2026-04-22,Miami Marlins,St. Louis Cardinals,-147,124,fantasydata_consensus
824044,2026-04-22,Los Angeles Angels,Toronto Blue Jays,-153,130,fantasydata_consensus
824123,2026-04-22,Kansas City Royals,Baltimore Orioles,-131,111,fantasydata_consensus
824286,2026-04-22,Detroit Tigers,Milwaukee Brewers,-133,113,fantasydata_consensus
824367,2026-04-22,Colorado Rockies,San Diego Padres,137,-163,fantasydata_consensus
824449,2026-04-22,Cleveland Guardians,Houston Astros,-163,138,fantasydata_consensus
824688,2026-04-22,Chicago Cubs,Philadelphia Phillies,-191,158,fantasydata_consensus
824774,2026-04-22,Boston Red Sox,New York Yankees,112,-133,fantasydata_consensus
825097,2026-04-22,Arizona Diamondbacks,Chicago White Sox,-153,129,fantasydata_consensus
822745,2026-04-23,Washington Nationals,Atlanta Braves,116,-137,fantasydata_consensus
822912,2026-04-23,Texas Rangers,Pittsburgh Pirates,-158,134,fantasydata_consensus
823233,2026-04-23,San Francisco Giants,Los Angeles Dodgers,130,-154,fantasydata_consensus
823639,2026-04-23,New York Mets,Minnesota Twins,-112,-106,fantasydata_consensus
824288,2026-04-23,Detroit Tigers,Milwaukee Brewers,-228,190,fantasydata_consensus
824368,2026-04-23,Colorado Rockies,San Diego Padres,129,-152,fantasydata_consensus
824689,2026-04-23,Chicago Cubs,Philadelphia Phillies,-103,-115,fantasydata_consensus
824770,2026-04-23,Boston Red Sox,New York Yankees,125,-148,fantasydata_consensus
825096,2026-04-23,Arizona Diamondbacks,Chicago White Sox,-149,125,fantasydata_consensus
822827,2026-04-24,Toronto Blue Jays,Cleveland Guardians,102,-121,fantasydata_consensus
822909,2026-04-24,Texas Rangers,Athletics,-137,115,fantasydata_consensus
822992,2026-04-24,Tampa Bay Rays,Minnesota Twins,-142,120,fantasydata_consensus
823069,2026-04-24,St. Louis Cardinals,Seattle Mariners,123,-146,fantasydata_consensus
823232,2026-04-24,San Francisco Giants,Miami Marlins,-104,-114,fantasydata_consensus
823638,2026-04-24,New York Mets,Colorado Rockies,-210,174,fantasydata_consensus
823800,2026-04-24,Milwaukee Brewers,Pittsburgh Pirates,-107,-111,fantasydata_consensus
823962,2026-04-24,Los Angeles Dodgers,Chicago Cubs,-160,135,fantasydata_consensus
824124,2026-04-24,Kansas City Royals,Los Angeles Angels,-108,-111,fantasydata_consensus
824204,2026-04-24,Houston Astros,New York Yankees,130,-154,fantasydata_consensus
824529,2026-04-24,Cincinnati Reds,Detroit Tigers,-102,-116,fantasydata_consensus
824611,2026-04-24,Chicago White Sox,Washington Nationals,-125,106,fantasydata_consensus
824854,2026-04-24,Baltimore Orioles,Boston Red Sox,-125,105,fantasydata_consensus
824932,2026-04-24,Atlanta Braves,Philadelphia Phillies,-160,135,fantasydata_consensus
822826,2026-04-25,Toronto Blue Jays,Cleveland Guardians,-148,125,fantasydata_consensus
822910,2026-04-25,Texas Rangers,Athletics,-124,105,fantasydata_consensus
822989,2026-04-25,Tampa Bay Rays,Minnesota Twins,-134,114,fantasydata_consensus
823070,2026-04-25,St. Louis Cardinals,Seattle Mariners,125,-149,fantasydata_consensus
823229,2026-04-25,San Francisco Giants,Miami Marlins,-111,-107,fantasydata_consensus
823799,2026-04-25,Milwaukee Brewers,Pittsburgh Pirates,-145,123,fantasydata_consensus
823960,2026-04-25,Los Angeles Dodgers,Chicago Cubs,-129,110,fantasydata_consensus
824121,2026-04-25,Kansas City Royals,Los Angeles Angels,-137,116,fantasydata_consensus
824203,2026-04-25,Houston Astros,New York Yankees,132,-156,fantasydata_consensus
824527,2026-04-25,Cincinnati Reds,Detroit Tigers,-108,-110,fantasydata_consensus
824613,2026-04-25,Chicago White Sox,Washington Nationals,-144,122,fantasydata_consensus
824851,2026-04-25,Baltimore Orioles,Boston Red Sox,-124,105,fantasydata_consensus
